provincia,comune,numero_fascicolo,regione,indirizzo,stato,cup,tipologia_beneficiario,tipologia_intervento,importo_richiesto,importo_concesso,importo_liquidato,flag_superbonus,area_kmq,popolazione_residente,pro_com_t,url_opencup
MC,VALFORNACE,1104305800000028282017,MARCHE,VIA GIOVANNI XXIII,Chiuso,H71G19000030001,,RCR-CI-L0,124784.53,137695.67,137695.67,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19000030001
MC,VALFORNACE,1104305800000073412018,MARCHE,via Petri,Chiuso,H71G19000570008,,RCR-CI-L0,37398.32,30544.49,30544.49,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19000570008
MC,VALFORNACE,1104305800000089652018,MARCHE,via Colle San Benedetto,Chiuso,H71G19001060008,,RCR-CI-L0,192510.05,159742.12,159742.12,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19001060008
MC,VALFORNACE,1104305800000547212020,MARCHE,17149 VIA FRATELLI PASQUALONI - NEMI,Chiuso,H79H21000300008,,RCR-CI-L0,67711.62,56918.4,54752.31,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H21000300008
MC,VALFORNACE,1104305800000031142017,MARCHE,Loc. FIORENTINI,Chiuso,H71G19000790001,,RCR-CI-RES,211390.9,254106.83,254106.83,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19000790001
MC,VALFORNACE,1104305800000035832018,MARCHE,località Campi,Chiuso,H71G19000120001,,RCR-CI-L0,29927.81,29120.17,29120.17,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19000120001
MC,VALFORNACE,1104305800000246562019,MARCHE,Frazione CUPA,Chiuso,H78I21000770008,,RCR-CI-L0,29845.4,26864.6,26864.6,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000770008
MC,VALFORNACE,1104305800000120602018,MARCHE,LOCALITA' FIORDIMONETE VIA ROMA,Chiuso,H76B19000170008,,RCR-CI-L0,51242.69,36056.9,36056.9,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H76B19000170008
MC,VALFORNACE,1104305800000241492019,MARCHE,VIA FIANO,Chiuso,H79H21000230008,Delegato,RCR-CI-RES,178427.1,169110.39,169110.39,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H21000230008
MC,VALFORNACE,1104305800000030572017,MARCHE,LOCALITA' NEMI VIA ROMEO SUBRIZI,Chiuso,H76B19000100008,,RCR-CI-L0,58438.04,55566.2,55566.2,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H76B19000100008
MC,VALFORNACE,1104305800000308752019,MARCHE,VIA FLAMINIO NAPOLIONI,Chiuso,H79H21000550008,Delegato,RCR-CI-RES,250213.01,253479.6,253479.6,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H21000550008
MC,VALFORNACE,1104305800000287202019,MARCHE,VIA CAMPI,Archiviato,H79H20000330008,Singolo Proprietario,RCR-CI-RES,,,344785.59,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H20000330008
MC,VALFORNACE,1104305800000015372017,MARCHE,Via Copodacqua,Chiuso,H47J18000230001,,RCR-CI-L0,44267.12,48335.1,48335.1,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H47J18000230001
MC,VALFORNACE,1104305800001322462021,MARCHE,VIA ISOLA (EX COMUNE DI Valfornace),Aperto,H78I21002790008,Delegato,RCR-CI-RES,133586.76,156291.67,156291.67,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21002790008
MC,VALFORNACE,1104305800000118272018,MARCHE,Via San Giusto,Chiuso,H78I21001110001,,RCR-CI-L0,69677.14,94350.32,94350.32,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21001110001
MC,VALFORNACE,1104305800000029112017,MARCHE,17103 FRAZIONE CUPA,Chiuso,H46B18000330008,,RCR-CI-L0,79291.9,58034.45,58034.45,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H46B18000330008
MC,VALFORNACE,1104305800000011672017,MARCHE,VIA ALDO MORO,Chiuso,H47J18000250008,,RCR-CI-L0,64012.68,110039.56,110039.56,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H47J18000250008
MC,VALFORNACE,1104305800000923462020,MARCHE,VIA SAN GIUSTO,Chiuso,H73E22000090001,Rappresentante legale,RCR-CI-L0,90961.33,102082.45,102082.45,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H73E22000090001
MC,VALFORNACE,1104305800000393632019,MARCHE,LARGO G. LEOPARDI,Chiuso,H79H21000390001,Singolo Proprietario,RCR-CI-L0,60663.65,64442.84,64442.84,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H21000390001
MC,VALFORNACE,1104305800000361292019,MARCHE,VIA CAMPI,Aperto,H79H21000050001,Delegato,RCR-CI-RES,369062.73,451303.9,294633.37,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H21000050001
MC,VALFORNACE,1104305800000211512019,MARCHE,VIA GIULIO FANI,Chiuso,H78I21001330008,Singolo Proprietario,RCR-CI-RES,486393.8,496813.27,478574.1,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21001330008
MC,VALFORNACE,1104305800000221432019,MARCHE,via DOMENICO GALASSI,Chiuso,H75C20000180001,,RCR-CI-L0,77699.82,74488.02,74488.02,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H75C20000180001
MC,VALFORNACE,1104305800000010462017,MARCHE,via Roma (ex comune di Fiordimonte),Chiuso,H36B18000430008,,RCR-CI-L0,120934.84,115195.8,115195.8,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H36B18000430008
MC,VALFORNACE,1104305800000243412019,MARCHE,VIA VALLE DEI LATI,Chiuso,H75C20000540001,Delegato,RCR-CI-L0,55206.87,52732.82,52732.82,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H75C20000540001
MC,VALFORNACE,1104305800000291172019,MARCHE,FRAZIONE VILLANOVA DI SOPRA - VIA FANI GIULIO,Chiuso,H78I21001100008,,RCR-CI-L0,143167.67,137473.39,132335.76,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21001100008
MC,VALFORNACE,1104303700000000262017,MARCHE,Via Russo Ippazio Loc. Valfornace,Chiuso,H43E17000020001,,RCR-CI-L0,53585.25,48466.91,48466.91,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H43E17000020001
MC,VALFORNACE,1104305800000268562019,MARCHE,Loc. Roccamaia,Archiviato,H78I21001320008,Delegato di condominio non registrato,RCR-CI-RES,,,390311.3,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21001320008
MC,VALFORNACE,1104305800000302232019,MARCHE,LOCALITA' FRONTILLO,Chiuso,H79H21000450001,,RCR-CI-L0,55295.41,53808.68,53808.68,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H21000450001
MC,VALFORNACE,1104305800000926212020,MARCHE,VIA SUBRIZI ROMEO,Chiuso,H78I21000800001,Delegato,RCR-CI-L0,122627.17,84884.99,84884.99,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000800001
MC,VALFORNACE,1104305800000004462017,MARCHE,frazione Frontillo,Chiuso,H43E17000040001,,RCR-CI-L0,67969.67,56968.8,56968.8,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H43E17000040001
MC,VALFORNACE,1104305800000024712017,MARCHE,VIA IPPAZIO RUSSO,Chiuso,H46B18000440001,,RCR-CI-L0,62097.91,61987.64,61987.64,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H46B18000440001
MC,VALFORNACE,1104305800000282452019,MARCHE,via San Giovanni,Aperto,H45C20000130008,Singolo Proprietario,RCR-CI-L0,142798.36,117253.89,82681.82,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H45C20000130008
MC,VALFORNACE,1104305800000421912019,MARCHE,VIA CASTELLO DI COLVENALE,Chiuso,H78I21000220001,,RCR-CI-L0,199928.56,192832.54,192832.54,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000220001
MC,VALFORNACE,1104305800000018452017,MARCHE,VIA SANT'ANDREA,Chiuso,H46B18000240001,,RCR-CI-L0,103969.4,86984.73,86984.73,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H46B18000240001
MC,VALFORNACE,1104305800000046782018,MARCHE,VIA MARIANA DA FRONTILLO,Chiuso,H76B19000290001,,RCR-CI-L0,216049.74,213479.52,213479.52,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H76B19000290001
MC,VALFORNACE,1104305800000222092019,MARCHE,Via Aldo Moro,Chiuso,H78I21001400008,,RCR-CI-L0,111664.31,106226.05,97222.07,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21001400008
MC,VALFORNACE,1104305800000360772019,MARCHE,via Paoletti Francesco,Chiuso,H78I21000840008,,RCR-CI-L0,19667.12,19550.1,19550.1,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000840008
MC,VALFORNACE,1104305800000012322017,MARCHE,VIA FILIPPO MARCHETTI,Chiuso,H43E17000050001,,RCR-CI-L0,55816.03,55528.55,55528.55,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H43E17000050001
MC,VALFORNACE,1104305800000110732018,MARCHE,via Roma,Archiviato,H78I21002730008,Delegato,RCR-CI-L0,,,100782.16,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21002730008
MC,VALFORNACE,1104305800000006812017,MARCHE,17021 VIA CAMPI,Chiuso,H46B18000340001,,RCR-CI-L0,16599.65,15494.91,15494.91,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H46B18000340001
MC,VALFORNACE,1104305800000359752019,MARCHE,VIA SAN MAROTO,Aperto,H78I21000350008,Delegato,RCR-CI-RES,492604.43,417908.8,284185.56,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000350008
MC,VALFORNACE,1104305800000009112017,MARCHE,Via Pasqualoni,Chiuso,H36B18000610001,,RCR-CI-L0,74040.79,71656.94,71656.94,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H36B18000610001
MC,VALFORNACE,1104305800000366622019,MARCHE,VIA GALASSI LOCALITA' LA VALLE,Chiuso,H78I21000230008,,RCR-CI-L0,43325.94,39529.28,38555.98,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000230008
MC,VALFORNACE,1104305800000353262019,MARCHE,VIA PONTE,Aperto,H79H21000560008,Singolo Proprietario,RCR-CI-RES,1004357.14,1154330.4,743668.57,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H21000560008
MC,VALFORNACE,1104305800000937612020,MARCHE,VIA ISOLA,Aperto,H78I21001940001,Delegato,RCR-CI-L0,29851.67,29752.3,2701.57,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21001940001
MC,VALFORNACE,1104305800000069172018,MARCHE,VIA MARCHETTI,Archiviato,H71G20000050001,Delegato,RCR-CI-RES,,,888953.83,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G20000050001
MC,VALFORNACE,1104305800000004282017,MARCHE,VIA FORNACE,Chiuso,H43E17000080001,,RCR-CI-L0,102147.83,91482.52,91482.52,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H43E17000080001
MC,VALFORNACE,1104305800000237592019,MARCHE,via f.lli pasqualoni,Chiuso,H78I21000060008,Singolo Proprietario,RCR-CI-L0,98281.04,86658.53,88122.97,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000060008
MC,VALFORNACE,1104305800001138672021,MARCHE,VIA SAN MAROTO,Aperto,H78I21000790001,Singolo Proprietario,RCR-CI-RES,1285499.12,1453090.92,1367512.25,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000790001
MC,VALFORNACE,1104305800000560082020,MARCHE,VIA FORNACE,Chiuso,H78I21002960008,Singolo Proprietario,RCR-CI-RES,879750.73,794781.01,794781.01,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21002960008
MC,VALFORNACE,1104305800000186432018,MARCHE,VIA FLAMINIO NAPOLIONI,Chiuso,H71G20000620008,,RCR-CI-RES,152159.55,143321.03,143321.03,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G20000620008
MC,VALFORNACE,1104305800000011022017,MARCHE,17066 Loc BELDILETTO,Chiuso,H76B19000110008,,RCR-CI-L0,68754.46,61625.39,61625.39,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H76B19000110008
MC,VALFORNACE,1104305800000212002019,MARCHE,VIA ROMA,Chiuso,H71G19002140001,,RCR-CI-L0,103753.8,103324.16,78575.32,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19002140001
MC,VALFORNACE,1104305800000054412018,MARCHE,VIA CAPODACQUA - Valfornace,Archiviato,H73E22001110001,Delegato,RCR-CI-L0,,,8213.26,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H73E22001110001
MC,VALFORNACE,1104305800000239422019,MARCHE,VIA FORNACE,Chiuso,H79H21000420008,,RCR-CI-RES,357425.48,353601.11,353601.11,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H21000420008
MC,VALFORNACE,1104305800000048052018,MARCHE,VIALE ALDO MORO,Chiuso,H46B18000760001,,RCR-CI-L0,137720.43,134281.18,134281.18,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H46B18000760001
MC,VALFORNACE,1104305800000484942019,MARCHE,VIA S. ANDREA,Chiuso,H71G20000550001,,RCR-CI-L0,25436.9,27078.78,27078.78,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G20000550001
MC,VALFORNACE,1104305800000234992019,MARCHE,VIA FRONTILLO,Chiuso,H71G20000630001,,RCR-CI-L0,81601.42,81295.68,81295.68,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G20000630001
MC,VALFORNACE,1104305800000137442018,MARCHE,17051 PIAZZA VITTORIO VENETO,Chiuso,H71G19000600001,,RCR-CI-L0,63432.11,59829.56,59829.56,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19000600001
MC,VALFORNACE,1104305800000938972020,MARCHE,VIA CUPA,Chiuso,H78I21002950001,Delegato,RCR-CI-L0,56055.18,63595.67,63595.67,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21002950001
MC,VALFORNACE,1104305800000057362018,MARCHE,via CAMPI,Chiuso,H71G20000700008,Delegato,RCR-CI-RES,622666.98,627173.85,627173.85,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G20000700008
MC,VALFORNACE,1104305800000039252018,MARCHE,VIA CAPODACQUA - Valfornace,Chiuso,H73E23000460001,Delegato,RCR-CI-L0,35667.12,40179.49,40179.49,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H73E23000460001
MC,VALFORNACE,1104305800000114952018,MARCHE,VIA GUALCA,Chiuso,H71G19001430001,,RCR-CI-L0,57030.65,57023.16,57023.16,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19001430001
MC,VALFORNACE,1104305800000986082020,MARCHE,LOC. FRONTILLO.,Chiuso,H78I21001130001,Delegato di condominio non registrato,RCR-CI-RES,866588.01,861203.32,861203.32,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21001130001
MC,VALFORNACE,1104305800000308982019,MARCHE,LOC. FRONTILLO,Archiviato,H79H21000530001,Delegato,RCR-CI-RES,,,144363.84,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H21000530001
MC,VALFORNACE,1104305800000243902019,MARCHE,VIA ANGELICI QUINTO - LOC. PETRIGNANO,Chiuso,H79H20000160001,,RCR-CI-L0,76219.75,77038.6,77038.6,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H20000160001
MC,VALFORNACE,1104305800000116932018,MARCHE,VIA COLLE SAN BENEDETTO,Chiuso,H73E22000330008,Singolo Proprietario,RCR-CI-L0,107657.18,101511.07,101511.07,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H73E22000330008
MC,VALFORNACE,1104305800000190862018,MARCHE,VIA G. MARCONI,Aperto,H75C20000710001,Delegato,RCR-CI-RES,416300.49,484481.92,350570.45,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H75C20000710001
MC,TREIA,1104305400000381752019,MARCHE,Contrada Majanesi,Chiuso,H35C20000620008,Delegato di condominio non registrato,RCR-CI-RES,602737.94,563772.98,539951.42,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H35C20000620008
MC,TREIA,1104305400000003842017,MARCHE,VIA LANZI,Chiuso,H35C17000010001,,RCR-CI-L0,52180.73,37329.17,37329.15,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H35C17000010001
MC,TREIA,1104305400000001482017,MARCHE,PIAZZA RISORGIMENTO,Chiuso,H33E17000100001,,RCR-CI-L0,107910.29,78782.65,78782.65,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H33E17000100001
MC,TREIA,1104305400000134722018,MARCHE,CONTRADA SANTA MARIA IN PATERNO,Chiuso,H31G20000840008,Singolo Proprietario,RCR-CI-RES,341614.88,316121.33,316121.33,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H31G20000840008
MC,TREIA,1104305400000349762019,MARCHE,C.DA FONTEVANNAZZA,Chiuso,H35C20000090008,,RCR-CI-L0,131258,106680.15,102373.54,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H35C20000090008
MC,TREIA,1104305400000168832018,MARCHE,via Cavour,Chiuso,H31G19000650001,,RCR-CI-L0,34742.47,35536.87,35536.87,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H31G19000650001
MC,TREIA,1104305400000250002019,MARCHE,Contrada Schito,Aperto,H39H21000690008,Delegato,RCR-CI-RES,889108.2,1290550.43,812222.85,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H39H21000690008
MC,TREIA,1104305400000053792018,MARCHE,VIA DEI MILLE,Chiuso,H36B19000220008,,RCR-CI-L0,64501.05,59044.28,59044.28,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H36B19000220008
MC,TREIA,1104305400000503742019,MARCHE,C.SO GARIBALDI,Aperto,H38I21000040008,Delegato di condominio non registrato,RCR-CI-L0,188497.16,236412.45,210219.16,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H38I21000040008
MC,TREIA,1104305400000003692017,MARCHE,VIA LANZI,Chiuso,H33E17000020008,,RCR-CI-L0,252341.59,283259.81,283259.81,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H33E17000020008
MC,TREIA,1104305400000129332018,MARCHE,VIA BERTA,Chiuso,H31G20000870008,,RCR-CI-RES,498892.19,487539.73,465911.52,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H31G20000870008
MC,TREIA,1104305400001186382021,MARCHE,VIA TORINO,Chiuso,H38I21002600001,Delegato di condominio non registrato,RCR-CI-RES,683351.01,885236.26,885236.26,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H38I21002600001
MC,TREIA,1104305400001559862021,MARCHE,CONTRADA San Marco Vecchio,Chiuso,H33E22001110008,Delegato,RCR-CI-L0,160777.65,70375.27,70375.27,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H33E22001110008
MC,TREIA,1104305400000210052019,MARCHE,Vicolo Cafaggio,Chiuso,H31G20000810008,Singolo Proprietario,RCR-CI-RES,246313.45,125379.55,121765.86,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H31G20000810008
MC,TREIA,1104305400000722122020,MARCHE,CONTRADA VALLONICA,Chiuso,H35C20000290008,,RCR-CI-RES,404169.27,373893,373893,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H35C20000290008
MC,TREIA,1104305400000006622017,MARCHE,via Roma,Chiuso,H36B18000370008,,RCR-CI-L0,492815.39,373226.31,373226.31,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H36B18000370008
MC,TREIA,1104305400000018062017,MARCHE,C.DA MOIE,Chiuso,H36B18000360008,,RCR-CI-L0,26495.37,15944.44,15944.44,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H36B18000360008
MC,TREIA,1104305400000013172017,MARCHE,Contrada Berta,Chiuso,H37J18000450001,,RCR-CI-L0,89192.26,69902.54,69902.54,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H37J18000450001
MC,TREIA,1104305400000269082019,MARCHE,C.da San Carlo,Chiuso,H39H20000670008,Delegato di condominio non registrato,RCR-CI-RES,698381.25,541362.5,521804.25,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H39H20000670008
MC,TREIA,1104305400000501782019,MARCHE,via Fontevannazza,Chiuso,H33E22001260008,Singolo Proprietario,RCR-CI-RES,45748.54,55701.56,55701.56,no,93.5356,9033,043054,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H33E22001260008
