provincia,comune,numero_fascicolo,regione,indirizzo,stato,cup,tipologia_beneficiario,tipologia_intervento,importo_richiesto,importo_concesso,importo_liquidato,flag_superbonus,area_kmq,popolazione_residente,pro_com_t,url_opencup
MC,MATELICA,1104302400000184512018,MARCHE,LOCALITA' VOCABOLO CAMBROGIANO,Archiviato,H98I21000820001,Delegato,RCR-CI-PROD,,,159284.33,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I21000820001
MC,MATELICA,1104302400000053402018,MARCHE,VOCABOLO SANTO STEFANO,Chiuso,H91G19000160008,,RCR-CI-L0,142680.25,108247.25,108247.25,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H91G19000160008
MC,MATELICA,1104302400001129952021,MARCHE,VIA BOLDRINI,Aperto,H98I21001280001,Singolo Proprietario,RCR-CI-RES,250698.57,288897.57,288897.57,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I21001280001
MC,MATELICA,1104302400000313752019,MARCHE,LOCALITA' POGGETO,Chiuso,H91G20000420008,,RCR-CI-L0,112774.27,102209.41,102209.41,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H91G20000420008
MC,MATELICA,1104302400000911312020,MARCHE,VIA SAN FRANCESCO,Chiuso,H99H21000080008,Singolo Proprietario,RCR-CI-RES,251272.86,335252.64,335252.64,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H99H21000080008
MC,MATELICA,1104302400000556502020,MARCHE,Voc. Colferraio,Aperto,H98I21001020001,Singolo Proprietario,RCR-CI-L0,85609.93,90084.07,62209.06,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I21001020001
MC,MATELICA,1104302400001352282021,MARCHE,vocabolo COLLINA,Chiuso,H98I21002050008,Singolo Proprietario,RCR-CI-RES,1313005.24,1293507.35,1293507.35,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I21002050008
MC,MATELICA,1104302400000010302017,MARCHE,CORSO VITTORIO EMANUELE,Chiuso,H97J18000160001,,RCR-CI-L0,263313.97,256638.26,256638.26,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H97J18000160001
MC,MATELICA,1104302400000008022017,MARCHE,via Oberdan,Chiuso,H97J18000240008,,RCR-CI-L0,123294.15,103890.59,103890.59,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H97J18000240008
MC,MATELICA,1104302400000920092020,MARCHE,Via Fabio Filzi,Aperto,H98I21002190008,Delegato,RCR-CI-L0,32565.06,30720.62,30720.62,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I21002190008
MC,MATELICA,1104302400000033262017,MARCHE,VIA ARISTIDE MERLONI,Chiuso,H95C20000450008,Rappresentante legale,RCR-CI-PROD,1204200.59,998314.09,998314.09,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H95C20000450008
MC,MATELICA,1104302400000113142018,MARCHE,FRAZ. POGGETO,Chiuso,H91G20000050001,,RCR-CI-L0,37114.85,46123.19,46123.19,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H91G20000050001
MC,MATELICA,1104302400000671842020,MARCHE,VOCABOLO POGGETO,Chiuso,H98I22000170008,Delegato,RCR-CI-L0,96506.73,103112.33,100300.75,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I22000170008
MC,MATELICA,1104302400000807702020,MARCHE,CORSO VITTORIO EMANUELE,Chiuso,H99H20000620008,Amministratore di condominio registrato,RCR-CI-RES,760083.78,972655.25,960980.54,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H99H20000620008
MC,MATELICA,1104302400000039292018,MARCHE,LOCALITA GESSO,Chiuso,H96B18000850008,,RCR-CI-L0,20595.24,14671.18,14671.18,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H96B18000850008
MC,MATELICA,1104302400000088942018,MARCHE,Via Umberto I,Chiuso,H91G19000900008,,RCR-CI-L0,420290.66,357465.76,135689.43,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H91G19000900008
MC,MATELICA,1104302400000845382020,MARCHE,via Sant'Adriano,Aperto,H99H21000010008,Delegato,RCR-CI-RES,378036.15,260801.34,260801.34,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H99H21000010008
MC,MATELICA,1104302400000314082019,MARCHE,LOCALITA' VOCABOLO CAMBROGIANO,Chiuso,H98I21000840001,Rappresentante legale,RCR-CI-PROD,114847.06,173234.93,168428.72,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I21000840001
MC,MATELICA,1104302400000047042018,MARCHE,viale EUROPA,Chiuso,H99H20000160008,,RCR-CI-L0,390162.33,373858.51,361466.47,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H99H20000160008
MC,MATELICA,1104302400000114692018,MARCHE,VIA CAMPAMANTE DI FORO,Archiviato,H98I21000320008,Singolo Proprietario,RCR-CI-RES,,,470143.95,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I21000320008
MC,MATELICA,1104302400000334692019,MARCHE,VIALE MARTIRI DELLA LIBERTA',Chiuso,H98I22000030008,Amministratore di condominio registrato,RCR-CI-L0,1210081.44,1328647.08,1328647.08,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I22000030008
MC,MATELICA,1104302400000002192017,MARCHE,VIa CROCERA S. AGOSTINO,Chiuso,H97J18000190001,,RCR-CI-L0,34734.79,31117.36,31117.36,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H97J18000190001
MC,MATELICA,1104302400000070732018,MARCHE,VIA MADONNA DEI PANTANI,Chiuso,H91G19000400008,,RCR-CI-L0,139886.78,137382.98,137382.98,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H91G19000400008
MC,MATELICA,1104302400000880312020,MARCHE,Via Oberdan,Chiuso,H98I21001480001,Delegato di condominio non registrato,RCR-CI-L0,57689.71,55076.22,55076.22,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I21001480001
MC,MATELICA,1104302400000327782019,MARCHE,via Circonvallazione,Chiuso,H98I21000240001,,RCR-CI-L0,285288.24,383677.34,373633.94,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I21000240001
MC,MATELICA,1104302400000812382020,MARCHE,VIA GRIFONI,Chiuso,H99H21000210008,,RCR-CI-L0,149297.51,128934.07,128934.07,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H99H21000210008
MC,MATELICA,1104302400000864772020,MARCHE,Via Beata Mattia,Chiuso,H93E22000280001,Delegato di condominio non registrato,RCR-CI-L0,79539.67,85589.49,85589.49,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H93E22000280001
MC,MATELICA,1104302400000004912017,MARCHE,VIA PARROCCHIA,Chiuso,H96B18000220008,,RCR-CI-L0,69446.38,51578.16,51578.16,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H96B18000220008
MC,MATELICA,1104302400000038762018,MARCHE,VOCABOLO SAN GIOVANNI,Chiuso,H91G19000690001,,RCR-CI-L0,60586.34,58750.89,58750.89,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H91G19000690001
MC,MATELICA,1104302400001178202021,MARCHE,via VINCENZO BOLDRINI,Chiuso,H98I21001210001,,RCR-CI-RES,365619.2,441368,441368,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I21001210001
MC,MATELICA,1104302400001277882021,MARCHE,vocabolo SUBBIANO,Chiuso,H98I21001840001,Delegato,RCR-CI-RES,301876.48,355495.67,355495.67,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I21001840001
MC,MATELICA,1104302400000002702017,MARCHE,Corso Vittorio Emanuele II,Chiuso,H96B18000370008,,RCR-CI-L0,43066.51,51619.45,51619.45,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H96B18000370008
MC,MATELICA,1104302400001184002021,MARCHE,Vocabolo Santo Stefano,Aperto,H98I21001310001,Singolo Proprietario,RCR-CI-RES,498269.52,616525.21,616579.21,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I21001310001
MC,MATELICA,1104302400000082242018,MARCHE,VIA BACHELET,Chiuso,H91G20000260008,,RCR-CI-RES,3156281.07,2712326.19,2712326.19,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H91G20000260008
MC,MATELICA,1104302400000285012019,MARCHE,VOCABOLO SAN NICOLA,Chiuso,H99H20000120008,,RCR-CI-RES,394867.7,410895.48,410895.48,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H99H20000120008
MC,MATELICA,1104302400000941602020,MARCHE,VIA DAMIANO CHIESA,Chiuso,H93E23000870008,Singolo Proprietario,RCR-CI-L0,83178.56,79036.94,79036.94,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H93E23000870008
MC,MATELICA,1104302400000179722018,MARCHE,VIA VENEZIA,Aperto,H98I21000680008,Presidente di consorzio,RCR-CI-RES,1082246.52,895826.83,695054.78,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I21000680008
MC,MATELICA,1104302400000988682020,MARCHE,Vocabolo Braccano,Chiuso,H98I21000270001,,RCR-CI-RES,133862.02,152555.5,152555.5,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H98I21000270001
MC,MATELICA,1104302400000004172017,MARCHE,Vicolo Orfanelle,Chiuso,H97J18000000008,,RCR-CI-L0,42507.09,38004.58,38004.58,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H97J18000000008
MC,MATELICA,1104302400000067512018,MARCHE,VIA BORGO NAZARIO SAURO,Chiuso,H96B19000040008,,RCR-CI-L0,124886.1,115332.77,115332.77,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H96B19000040008
MC,MATELICA,1104302400000224482019,MARCHE,VIA GIACOMO MATTEOTTI,Chiuso,H91G20000070008,,RCR-CI-L0,583665.32,564233.82,564233.82,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H91G20000070008
MC,MATELICA,1104302400000033922017,MARCHE,VIA BORGO NAZARIO SAURO,Chiuso,H91G19000340008,,RCR-CI-L0,261547.43,244309.04,244309.04,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H91G19000340008
MC,MATELICA,1104302400001611982022,MARCHE,VOCABOLO SAN GIOVANNI,Chiuso,H93E22000080008,Delegato,RCR-CI-RES,296703.05,324044.74,324044.74,no,81.1,9081,043024,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H93E22000080008
MC,VALFORNACE,1104303700000001132017,MARCHE,via Russo Ippazio,Chiuso,H47J18000060001,,RCR-CI-L0,29616.51,60181.29,60181.29,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H47J18000060001
MC,VALFORNACE,1104305800000094712018,MARCHE,VIA PAOLETTI FRANCESCO,Aperto,H79H21000200001,Delegato,RCR-CI-L0,36599.98,36561.54,0,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H21000200001
MC,VALFORNACE,1104305800000940872020,MARCHE,VIA FRATELLI PAOLETTI,Chiuso,H73E23000120008,Delegato di condominio non registrato,RCR-CI-L0,76610.7,57227.65,57227.65,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H73E23000120008
MC,VALFORNACE,1104305800000070962018,MARCHE,VIALE ALDO MORO,Chiuso,H71G19000730001,,RCR-CI-L0,155608,129742.03,129742.03,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19000730001
MC,VALFORNACE,1104305800000139592018,MARCHE,VIA ANTONIO LUPIDI,Chiuso,H71G19002040008,,RCR-CI-L0,37273.46,34554,34553.4,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19002040008
MC,VALFORNACE,1104305800000142212018,MARCHE,località Valdelati,Chiuso,H78I21002000008,,RCR-CI-L0,46611.18,39504.1,39504.1,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21002000008
MC,VALFORNACE,1104305800000330112019,MARCHE,VIA CAPODACQUA,Chiuso,H79H20000570001,,RCR-CI-L0,29056.14,31984.34,30229.34,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H20000570001
MC,VALFORNACE,1104305800000540222020,MARCHE,VIA DON LUIGI ORIONE,Chiuso,H79H21000510001,,RCR-CI-RES,700069.4,830994.2,830994.2,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H21000510001
MC,VALFORNACE,1104305800000142112018,MARCHE,VIA MARIOTTI ULISSE,Chiuso,H71G20000470008,Singolo Proprietario,RCR-CI-RES,492890.1,386501.41,386501.41,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G20000470008
MC,VALFORNACE,1104305800000029752017,MARCHE,LOCALITA' SAN GIUSTO,Chiuso,H46B18000770008,,RCR-CI-L0,96487.23,93135.7,93135.7,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H46B18000770008
MC,VALFORNACE,1104305800000237482019,MARCHE,VIA FIANO,Chiuso,H75C20000110008,,RCR-CI-L0,329812.19,307161.06,307161.06,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H75C20000110008
MC,VALFORNACE,1104305800000446242019,MARCHE,LOC FIORDIMONTE,Archiviato,H73E22001100008,Delegato,RCR-CI-L0,,,56220.84,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H73E22001100008
MC,VALFORNACE,1104305800000059132018,MARCHE,VIA CUPA,Chiuso,H71G19000190001,,RCR-CI-L0,80525.52,74840.34,74840.34,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19000190001
MC,VALFORNACE,1104305800001045582021,MARCHE,Frazione Arciano - Via Fratelli Correnti,Chiuso,H78I21002470001,Singolo Proprietario,RCR-CI-RES,480548.81,496649.34,496649.34,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21002470001
MC,VALFORNACE,1104305800000036972018,MARCHE,VIA CAMPI,Chiuso,H71G19002240008,Singolo Proprietario,RCR-CI-RES,412656.46,457798.98,457798.98,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19002240008
MC,VALFORNACE,1104305800000945942020,MARCHE,Loc. Peschiera,Chiuso,H78I21000560008,,RCR-CI-L0,86276.71,72345.03,72345.03,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000560008
MC,VALFORNACE,1104305800000004722017,MARCHE,VIA GUGLIELMO MARCONI,Chiuso,H47J18000000008,,RCR-CI-L0,158375.72,144439.4,144439.4,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H47J18000000008
MC,VALFORNACE,1104305800000309702019,MARCHE,PIAZZA VITTORIO VENETO,Aperto,H78I21000580008,Singolo Proprietario,RCR-CI-RES,587183.48,672061.82,394145.98,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000580008
MC,VALFORNACE,1104305800000115392018,MARCHE,via Roma,Chiuso,H71G19001940008,,RCR-CI-L0,91593.25,44234.92,44234.92,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19001940008
MC,VALFORNACE,1104305800000015172017,MARCHE,VIA FORNACE,Chiuso,H46B18000380008,,RCR-CI-L0,75026.09,75771.33,75771.33,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H46B18000380008
MC,VALFORNACE,1104305800000744262020,MARCHE,FORNACE VALFORNACE,Chiuso,H75C20000410008,,RCR-CI-RES,727547.58,709876.58,709876.58,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H75C20000410008
MC,VALFORNACE,1104305800000398492019,MARCHE,Via F.lli Pasqualoni - Frazione Nemi,Chiuso,H78I21000280001,,RCR-CI-L0,54888.29,53494.14,50893.1,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000280001
MC,VALFORNACE,1104305800000719442020,MARCHE,Via Rancia,Chiuso,H75C20000290008,Singolo Proprietario,RCR-CI-RES,297559.25,286324.21,286324.21,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H75C20000290008
MC,VALFORNACE,1104305800000015352017,MARCHE,Via San Maroto,Chiuso,H46B18000320001,,RCR-CI-L0,107188.54,105972.48,105972.48,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H46B18000320001
MC,VALFORNACE,1104305800000154142018,MARCHE,VIA MARIOTTI ULISSE,Chiuso,H71G20000440008,Delegato,RCR-CI-RES,323215.66,259896.16,259896.16,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G20000440008
MC,VALFORNACE,1104305800000120292018,MARCHE,LOCALITA' VICO DI SOPRA VIA ARCANGELI,Chiuso,H71G19001590001,,RCR-CI-L0,29317.04,27563.58,27563.58,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19001590001
MC,VALFORNACE,1104305800000437222019,MARCHE,VIA LUPIDI ANTONIO - LOC. VICO DI SOPRA,Chiuso,H78I21000090008,,RCR-CI-L0,45649.31,47581.24,47581.24,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000090008
MC,VALFORNACE,1104305800001162822021,MARCHE,Via Loc. Roccamaia Palazzo,Chiuso,H78I21001800001,Singolo Proprietario,RCR-CI-RES,309040.39,312155.7,296142.44,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21001800001
MC,VALFORNACE,1104303700000002872017,MARCHE,VIA BOSCO 5 Loc. Valfornace,Chiuso,H43E17000070008,,RCR-CI-L0,62599.87,58694.75,58694.75,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H43E17000070008
MC,VALFORNACE,1104305800000127972018,MARCHE,"LOC ALFI , VIA PIETRO LAMBERTUCCI SNC",Chiuso,H79H21000100001,,RCR-CI-L0,30477.23,30375.14,30375.14,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H21000100001
MC,VALFORNACE,1104305800000853162020,MARCHE,VIA ALDO MORO,Chiuso,H79H20000870008,Delegato di condominio non registrato,RCR-CI-RES,1068571.45,1199795.54,1161082.51,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H20000870008
MC,VALFORNACE,1104305800000115512018,MARCHE,VIA FRANCESCO PAOLETTI,Chiuso,H71G19002200001,,RCR-CI-L0,56708.3,38427.12,38427.12,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19002200001
MC,VALFORNACE,1104305800000375932019,MARCHE,Via Luigi Petri,Chiuso,H78I21000600001,,RCR-CI-L0,24554.99,24386.08,24386.08,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000600001
MC,VALFORNACE,1104305800000463742019,MARCHE,via Isola,Chiuso,H78I21002650001,Delegato,RCR-CI-L0,51732.58,53343.98,53343.98,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21002650001
MC,VALFORNACE,1104305800000006442017,MARCHE,VIA FORNACE,Chiuso,H43E17000130008,,RCR-CI-L0,123663.5,114888,114888,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H43E17000130008
MC,VALFORNACE,1104305800000104972018,MARCHE,VIA FORNACE,Archiviato,H71G20000160008,Delegato,RCR-CI-RES,,,491958.95,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G20000160008
MC,VALFORNACE,1104305800001351972021,MARCHE,VIALE ALDO MORO,Chiuso,H78I21002440008,Amministratore di condominio registrato,RCR-CI-RES,3139318.66,1554954.77,1554954.77,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21002440008
MC,VALFORNACE,1104305800000092022018,MARCHE,VIA PIETRO LAMBERTUCCI,Chiuso,H71G19001470001,,RCR-CI-L0,67810.02,59966.61,9395.03,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19001470001
MC,VALFORNACE,1104305800000006742017,MARCHE,VIA RANCIA,Chiuso,H43E18000010008,,RCR-CI-L0,201531.55,181807.81,181807.81,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H43E18000010008
MC,VALFORNACE,1104305800000299592019,MARCHE,VIA FRONTILLO,Archiviato,H79H21000330001,Singolo Proprietario,RCR-CI-RES,,,421497.86,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H21000330001
MC,VALFORNACE,1104305800000129522018,MARCHE,18020 VIA FLAMINIO NAPOLIONI,Chiuso,H71G19000440001,,RCR-CI-L0,54805.98,59396.64,59396.64,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19000440001
MC,VALFORNACE,1104305800000209642019,MARCHE,località frontillo,Chiuso,H71G20000680001,,RCR-CI-L0,60090.64,58105.78,58105.78,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G20000680001
MC,VALFORNACE,1104305800000106892018,MARCHE,VIA FIANO,Chiuso,H75C20000350001,,RCR-CI-L0,57591.3,55606.18,55606.18,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H75C20000350001
MC,VALFORNACE,1104305800000482812019,MARCHE,VIA GALLAZZANO,Chiuso,H78I21000150001,,RCR-CI-RES,259735.79,308103.38,297270.5,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000150001
MC,VALFORNACE,1104305800000115422018,MARCHE,VIA FRANCESCO PAOLETTI,Chiuso,H71G19002190001,,RCR-CI-L0,88250.22,66278.68,66278.68,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19002190001
MC,VALFORNACE,1104305800000035732018,MARCHE,VIA VALGA - FRAZ. Valfornace,Chiuso,H46B18000290008,,RCR-CI-L0,89527.53,71544.51,71544.51,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H46B18000290008
MC,VALFORNACE,1104305800000093192018,MARCHE,VIA FLAMINIO NAPOLIONI,Chiuso,H71G19001460008,,RCR-CI-L0,52321.64,48526.38,48526.38,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19001460008
MC,VALFORNACE,1104305800001355592021,MARCHE,Via Rancia,Chiuso,H78I22000180008,Singolo Proprietario,RCR-CI-RES,366868.36,365716.11,365716.11,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I22000180008
MC,VALFORNACE,1104305800000110722018,MARCHE,Via roma,Archiviato,H78I22000280001,Delegato,RCR-CI-L0,,,53018.43,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I22000280001
MC,VALFORNACE,1104305800000035012017,MARCHE,località Quartignano,Chiuso,H76B19000340001,,RCR-CI-L0,62468.71,62987.78,62987.78,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H76B19000340001
MC,VALFORNACE,1104305800000994482020,MARCHE,VIA SAN GIUSTO,Aperto,H78I21000130008,Delegato di condominio non registrato,RCR-CI-RES,289189.43,252401.68,239665.14,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000130008
MC,VALFORNACE,1104305800000071152018,MARCHE,VIA RUSSO IPPAZIO,Chiuso,H71G19001210008,,RCR-CI-L0,37163.95,30753.13,30753.13,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G19001210008
MC,VALFORNACE,1104305800000327872019,MARCHE,Via San Giusto,Chiuso,H78I21000170008,,RCR-CI-L0,100708.78,91826.56,91826.56,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000170008
MC,VALFORNACE,1104305800000459822019,MARCHE,via F. Napolioni,Aperto,H73E22000250008,Singolo Proprietario,RCR-CI-L0,45642.83,44169.34,0,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H73E22000250008
MC,VALFORNACE,1104305800000962742020,MARCHE,via Petri Luigi,Chiuso,H78I21000340001,Delegato,RCR-CI-RES,462909.54,490288.18,490288.18,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H78I21000340001
MC,VALFORNACE,1104305800000221442019,MARCHE,VIA RANCIA,Chiuso,H79H20000820008,,RCR-CI-L0,49873.06,59126.56,59126.56,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H79H20000820008
MC,VALFORNACE,1104305800000054012018,MARCHE,via Giovanni XXIII,Chiuso,H71G20000790001,Delegato,RCR-CI-L0,181076.74,125523.9,132101.11,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H71G20000790001
MC,VALFORNACE,1104305800000028652017,MARCHE,via F. Napolioni,Chiuso,H46B18000250008,,RCR-CI-L0,46638.36,46675.16,46675.16,no,48.6127,893,043058,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H46B18000250008
