cup,cig,oggetto_gara,data_pubblicazione_gara,tipo_scelta_contraente,ente,aggiudicatario,cf_aggiudicatario,importo_base_asta,importo_aggiudicazione
F45E20000300001,Z8F3BB11D6,"INCARICO DI COLLAUDATORE TECNICO AMMINISTRATIVO, CONTABILE, FUNZIONALE E STATICO, IN CORSO D?OPERA E FINALE RELATIVAMENTE AI LAVORI DI DEMOLIZIONE E RICOSTRUZIONE DELL'OPERAPUBBLICA DENOMINATA ?CASALETTO CENTRO FAUNISTICO IL CERVO? IN LOCALITÀ VALLINFANTE (ID 3726) A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016. CUP: F45E20000300001",2023-06-26,AFFIDAMENTO DIRETTO,,,,8795.05,
F45F21000840001,A00446842E,'MESSA IN SICUREZZA TRATTI PARETI ROCCIOSE DELLA SP 4 ARRONESE - SISMA 2016',2023-08-10,AFFIDAMENTO DIRETTO,,,,59228.25,
F45F21000880001,9702295B1C,SERVIZI DI INGEGNERIA PROGETTAZIONE LAVORI I STRALCIO MIGLIORAMENTO SISMICO E RISTRUTTURAZIONE EX CONVENTO DI COLLE DELL'ORO,2023-03-09,AFFIDAMENTO DIRETTO,,,,123000.0,
F45F21000880001,A04B705137,SERVIZI PIMUS MESSA A DISPOSIZIONE E NOLEGGIO PONTEGGI CORNER NORD E CORNER SUD COLLE DELL'ORO MQ 70-13,2023-11-13,AFFIDAMENTO DIRETTO,,,,12000.0,
F45F21000880001,A04B767216,SERVIZI DI RIMOZIONE ESSENZE INFESTANTI E RIADATTAMENTO PERCORSI GIARDINO INTERNO,2023-12-22,AFFIDAMENTO DIRETTO,,,,14000.0,
F45F21000880001,B27FF9386A,SERVIZI SPECIALISTICI ARCHEOLOGO PER SORVEGLIANZA ARCHEOLOGICA DURANTE SAGGI E INDAGINI PRESSO EX CONVENTO DI COLLE DELL'ORO.,2024-07-17,AFFIDAMENTO DIRETTO,,ARCHEOTECH STUDIO ASS.TO DI ARCHEOLOGIA,02844570545,800.0,800.0
F45F21000880001,B2C86D8140,ESECUZIONE SONDAGGI E PROVE SUPPLETIVE EX CONVENTO DI COLLE DELL'ORO,2024-08-16,AFFIDAMENTO DIRETTO,,,,19565.0,19565.0
F45F21000880001,B478FA8D6F,"EX CONVENTO DI COLLE DELL'ORO, RIMODULAZIONE RELAZIONE IDROGEOLOGICA A SEGUITO DI NUOVE PROSPEZIONI, PROVE E INDAGINI (FASE B)",2024-11-26,AFFIDAMENTO DIRETTO,,LATELLA LUCA,00757810551,2500.0,2500.0
F45F21000880001,B900CB725D,"INTERVENTO DI MIGLIORAMENTO SISMICO, RISTRUTTURAZIONE E RESTAURO DELL'EX CONVENTO DI COLLE DELL'ORO I STRALCIO, DI CUI ALLA ORDINANZA COMMISSARIALE SISMA 2016 N.129 DEL 13/12/2022 APPROVAZIONE DEL PROGRAMMA STRAORDINARIO DI RIGENERAZIONE URBANA CONNESSA AL SISMA E DEL NUOVO PIANO DI RICOSTRUZIONE DI ALTRE OPERE PUBBLICHE PER LE REGIONI ABRUZZO, LAZIO E UMBRIA NONCHu00C9 DELL'ELENCO DEGLI INTERVENTI PER IL RECUPERO DEL TESSUTO SOCIO-ECONOMICO DELLE AREE COLPITE DAL SISMA FINANZIATI CON I FONDI DELLA CAMERA DEI DEPUTATI PER LA REGIONE ABRUZZO, CODICE PROGETTO OOPP_F1_2021_UMB_456. AFFIDAMENTO PER REDIGERE L'ELABORATO DELLA VALUTAZIONE PREVENTIVA DELL'INTERESSE ARCHEOLOGICO, AI SENSI DELL'ART. 50 COMMA 1 LETTERA B) DEL D.LGS. 36/2023",2025-11-07,AFFIDAMENTO DIRETTO,,ARCHEOTECH STUDIO ASS.TO DI ARCHEOLOGIA,02844570545,1560.0,1560.0
F45F21000880001,Z8E3AE16C2,PROVE E RELAZIONE GEOLOGICA PROGETTO SISMA 2016 ORD.129/2022 EX CONVENTO DI COLLE DELL'ORO,2023-04-20,AFFIDAMENTO DIRETTO,,,,9000.0,
F45F21000880001,ZA03AE16B5,RIMOZIONE MACERIE E SMALTIMENTO A NORMA PROGETTO SISMA 2016 ORD.129/2022 EX CONVENTO DI COLLE DELL'ORO,2023-04-20,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,,21350.0,
F45F21000880001,ZAB3B942C2,"ULTERIORI SERVIZI DI MESSA IN SICUREZZA PREVENTIVA, PROPEDEUTICI ALL'INTERVENTO DI MIGLIORAMENTO SISMICO, RISTRUTTURAZIONE E RESTAURO DELL?EX CONVENTO DI COLLE DELL?ORO I STRALCIO, DI CUI ALLA ORDINANZA COMMISSARIALE SISMA 2016 N.129 DEL 13/12/2022",2023-06-16,AFFIDAMENTO DIRETTO,,,,7800.0,
F45I22000070001,A043A35197,"LOTTO 1 ELETTRICI, LAVORI DI RIFUNZIONALIZZAZIONE ANFITEATRO FAUSTO , NELL'AMBITO POR FESR 2014 - 2020, AZIONE 5.2.1 'INTERVENTI PER LA TUTELA, LA VALORIZZAZIONE E LA MESSA IN RETE DEL PATRIMONIO CULTURALE, MATERIALE E IMMATERIALE, NELLE AREE DI RILEVANZA STRATEGICA TALE DA CONSOLIDARE E PROMUOVERE PROCESSI DI SVILUPPO'",2023-12-15,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,BITEC ELETTROSISTEMI S.A.S. DI FABIO BIONDINI E C.,01220430555,98595.93,95637.93
F45I22000070001,B16FA9791E,S.I.A. DIREZIONE LAVORI E C.S.E. INTERVENTI DI RIFUNZIONALIZZAZIONE ELETTRICA ANFITEATRO,2024-07-16,AFFIDAMENTO DIRETTO,,,,16239.04,16239.04
F45I22000070001,B1CA875E04,SERVIZIO PROF. SORVEGLIANZA ARCHEOLOGO ANFITEATRO IMPIANTI TECNOLOGICI,2024-05-22,AFFIDAMENTO DIRETTO,,ARCHEOTECH STUDIO ASS.TO DI ARCHEOLOGIA,02844570545,1000.0,1000.0
F45I22000070001,B6337C81AB,"ADEGUAMENTO NORMATIVO E FUNZIONALE DEL PALCO DELL'ANFITEATRO FAUSTO, SERVIZI E FORNITURE",2025-03-26,AFFIDAMENTO DIRETTO,,,,62560.0,62560.0
F45I22000070001,B69507283F,DEC FORNITURE IN OPERA COMPLEMENTARI PER RIFUNZIONALIZZAZIONE TECNICA PALCO ANFITEATRO,2025-04-22,AFFIDAMENTO DIRETTO,,SF SICUREZZA & FORMAZIONE S.R.L. - SOCIETA' TRA PROFESSIONISTI,01586440552,4445.0,4445.0
F47B17000070005,7055031BBF,"SUPPORTO AL RUP PER LE ATTIVITÀ DI PROGETTAZIONE, ESECUZIONE E COLLAUDO, CON PARTICOLARE RIFERIMENTO AGLI IMPIANTI, NELL'AMBITO DELL'APPALTO PER LA REALIZZAZIONE DELL'OPERA PUBBLICA: 'TERREMOTO CENTRO ITALIA - INTERVENTO DI COSTRUZIONE DELLA NUOVA SCUOLA PRIMARIA E DELL'INFANZIA SAN GIOVANNI BATTISTA DE LA SALLE, LOCALITÀ TOTTEA, NEL COMUNE DI CROGNALETO (TE)'",2017-04-13,AFFIDAMENTO DIRETTO,,POLISTUDIO A.E.S. SOCIETA' DI INGEGNERIA SRL,03452840402,40000.0,39160.0
F47B17000070005,7241710025,SERVIZI DI IDEAZIONE E PRODUZIONE DI UN VIDEO 3D DI PROMOZIONE DELLA COSTRUZIONE DELLA SCUOLA PRIMARIA E DELL'INFANZIA SAN GIOVANNI BATTISTA DE LA SALLE A CROGNALETO (TE) - SISMA CENTRO - ITALIA DEL 24.08.2016,2017-10-17,AFFIDAMENTO DIRETTO,,,,7416.0,
F47B17000070005,73612317FC,"OCDPC N. 394 DEL 19/09/2016 E ORDINANZA DEL COMMISSARIO DEL GOVERNO PER LA RICOSTRUZIONE NEI TERRITORI INTERESSATI DAL SISMA DEL 24/08/2016 N. 14 DEL 16/01/2017 - TERREMOTO CENTRO ITALIA 2016 - INTERVENTO DI COSTRUZIONE DELLA NUOVA SCUOLA PRIMARIA E DELL'INFANZIA SAN GIOVANNI BATTISTA DE LA SALLE, LOCALITÀ TOTTEA, NEL COMUNE DI CROGNALETO (TE)",2018-01-30,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,TRE C COSTRUZIONI S.R.L.,01576920670,735000.0,686920.02
F47B17000070005,7451779A8E,"SERVIZIO DI DIREZIONE LAVORI NELL'AMBITO DELL'APPALTO DI LAVORI: TERREMOTO CENTRO ITALIA 2016 - INTERVENTO DI COSTRUZIONE DELLA NUOVA SCUOLA PRIMARIA E DELL'INFANZIA SAN GIOVANNI BATTISTA DE LA SALLE, LOCALITÀ TOTTEA, NEL COMUNE DI CROGNALETO (TE).",2018-04-16,AFFIDAMENTO DIRETTO,,,,24300.0,
F47B17000070005,7451837A6B,"SERVIZIO DI CSE EX D.LGS.N.81/08 NELL'AMBITO DELL'APPALTO DI LAVORI: TERREMOTO CENTRO ITALIA 2016 - INTERVENTO DI COSTRUZIONE DELLA NUOVA SCUOLA PRIMARIA E DELL'INFANZIA SAN GIOVANNI BATTISTA DE LA SALLE, LOCALITÀ TOTTEA, NEL COMUNE DI CROGNALETO (TE).",2018-04-16,AFFIDAMENTO DIRETTO,,,,12800.0,
F47B17000070005,7475009C8E,SERVIZI DI IDEAZIONE E PRODUZIONE DI DUE VIDEO MULTIMEDIALI A PROMOZIONE DELLA COSTRUZIONE DELLA SCUOLA PRIMARIA E DELL'INFANZIA SAN GIOVANNI BATTISTA DE LA SALLE A CROGNALETO (TE) - SISMA CENTRO - ITALIA DEL 24.08.2016.,2018-05-07,AFFIDAMENTO DIRETTO,,,,16393.44,
F47C19000060001,8021559FE1,SUA PER IL COMUNE DI CASTELSANTANTELO SUL NERA,2019-09-06,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,"SOCIETA' PER L'AMBIENTE, LA GEOLOGIA E L'INGEGNERIA - S.A.G.I. SRL",01276770441,184397.1,115827.08
F47C19000060001,8262013CCD,"APPALTO DEI SERVIZI TECNICI ATTINENTI ALL'ARCHITETTURA E ALL'INGEGNERIA PER LA PROGETTAZIONE DEFINITIVA ED ESECUTIVA, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE, DELLA DIREZIONE LAVORI, MISURA E CONTABILITÀ, COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE, RILIEVO AEROFOTOGRAMMETRICO E INDAGINI GEOLOGICHE RELATIVI AI LAVORI DI MITIGAZIONE DEL DISSESTO GRAVITATIVO SULLA PARETE ROCCIOSA NEI PRESSI DEL CAPOLUOGO A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016",2020-03-31,AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,,"SOCIETA' PER L'AMBIENTE, LA GEOLOGIA E L'INGEGNERIA - S.A.G.I. SRL",01276770441,115827.08,115827.08
F47C19000060001,916163545F,SUA PER IL COMUNE DI CASTELSANTANGELO SUL NERA: APPALTO DEI LAVORI DI MITIGAZIONE DEL DISSESTO GRAVITATIVO SULLA PARETE ROCCIOSA NEI PRESSI DEL CAPOLUOGO,2022-03-29,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,ROCK AND RIVER S.R.L.,01693280438,651005.14,583338.45
F47C19000060001,9941328364,AFFIDAMENTO DEI LAVORI DI FORNITURA E POSA IN OPERA DEL SISTEMA DI MONITORAGGIO DELLE BARRIERE PARAMASSI INSTALLATE NELL'AMBITO DELL'INTERVENTO DI MITIGAZIONE DEL DISSESTO GRAVITATIVO SULLA PARETE ROCCIOSA NEI PRESSI DEL CAPOLUOGO,2023-09-04,AFFIDAMENTO DIRETTO,,EXTREME S.R.L.,02083600433,134619.75,133112.81
F47C19000060001,Z2A382C628,AFFIDAMENTO FINALIZZATTO ALL?ESECUZIONE DI PROVE IN SITO  PER I LAVORI DI MITIGAZIONE DEL DISSESTO GRAVITATIVO SULLA PARETE ROCCIOSA NEI PRESSI DEL CAPOLUOGO,2022-10-17,AFFIDAMENTO DIRETTO,,,,540.0,
F47C19000060001,Z302FD554D,PRESTAZIONE PROFESSIONALE INERENTE LO SVOLGIMENTO DELL'INCARICO DI PRESIDENTE DI COMMISSIONE GIUDICATRICE DI GARA (ING. GIACOMO DOLCIOTTI),2020-12-17,AFFIDAMENTO DIRETTO,,,,950.0,
F47C19000060001,Z6A367A70F,"AFFIDAMENTO DELLA PRESTAZIONE PROFESSIONALE FINALIZZATA ALLO SVOLGIMENTO DELL'INCARICO DI COLLAUDATORE TECNICO-AMMINISTRATIVO, CONTABILE, FUNZIONALE E STATICO, IN CORSO D?OPERA E FINALE DEI LAVORI DI MITIGAZIONE DEL DISSESTO GRAVITATIVO SULLA PARETE ROCCIOSA NEI PRESSI DEL CAPOLUOGO (ID OPERA N. 1882).",2022-05-19,AFFIDAMENTO DIRETTO,,,,20079.29,
F47C19000060001,ZA52FD5671,PRESTAZIONE PROFESSIONALE INERENTE LO SVOLGIMENTO DELL'INCARICO DI MEMBRO NON PRESIDENTE DI COMMISSIONE GIUDICATRICE DI GARA  (ING. DAVID BRACHETTI),2020-12-17,AFFIDAMENTO DIRETTO,,,,850.0,
F47C19000060001,ZB52FD55DA,PRESTAZIONE PROFESSIONALE INERENTE LO SVOLGIMENTO DELL'INCARICO DI MEMBRO NON PRESIDENTE DI COMMISSIONE GIUDICATRICE DI GARA  (ING. PAOLO RAGANINI),2020-12-17,AFFIDAMENTO DIRETTO,,,,850.0,
F48C19000030001,78340942E2,"SUA PER IL COMUNE DI CASTELSANTANGELO SUL NERA: APPALTO PER L'AFFIDAMENTO DEI SERVIZI TECNICI ATTINENTI ALL'ARCHITETTURA E ALL'INGEGNERIA PER LA PROGETTAZIONE PRELIMINARE, DEFINITIVA ED ESECUTIVA, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE, DELLA DIREZIONE LAVORI, MISURA E CONTABILITÀ, COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE ED INDAGINI GEOLOGICHE RELATIVI AI LAVORI DI RIPRISTINO FUNZIONALE, CONSOLIDAMENTO STATICO E MIGLIORAMENTO SISMICO DELL'OPERA PUBBLICA DENOMINATA 'CIMITERO VIA ROMA' ID OPERA N. 1846, A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016.",2019-03-22,PROCEDURA APERTA,,STUDIO TECNICO GRUPPO MARCHE,00141310433,158131.24,79065.62
F48C19000030001,8859051029,"SUA PER IL COMUNE DI CASTELSANTANGELO SUL NERA: APPALTO DEI LAVORI DI RIPRISTINO FUNZIONALE, CONSOLIDAMENTO STATICO E MIGLIORAMENTO SISMICO DEL CIMITERO COMUNALE SITO IN LOCALITÀ CAPOLUOGO (CIMITERO VIA ROMA)",2021-08-03,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,TODIMA SRL,01684770660,975292.9,719218.53
F48C19000030001,Z122FDFAC2,PRESTAZIONE PROFESSIONALE INERENTE LO SVOLGIMENTO DELL'INCARICO DI MEMBRO NON PRESIDENTE DI COMMISSIONE GIUDICATRICE DI GARA  (ING. FILIPPO SAMPAOLESI),2020-12-18,AFFIDAMENTO DIRETTO,,,,850.0,
F48C19000030001,Z45363DC3A,"AFFIDAMENTO DELLA PRESTAZIONE PROFESSIONALE PER LO SVOLGIMENTO DELL'INCARICO DI COLLAUDATO TECNICO AMMINISTRATIVO, CONTABILE, FUNZIONALE E STATICO, IN CORSO D?OPERA E FINALE, RELATIVAMENTE AI LAVORI DI RIPRISTINO FUNZIONALE, CONSOLIDAMENTO STATICO E MIGLIORAMENTO SISMICO DEL CIMITERO COMUNALE SITO IN LOCALITÀ CAPOLUOGO (CIMITERO VIA ROMA - ID OPERA N. 1846) A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016.",2022-05-03,AFFIDAMENTO DIRETTO,,,,19027.45,
F48C19000030001,Z512FDFC0D,PRESTAZIONE PROFESSIONALE INERENTE LO SVOLGIMENTO DELL'INCARICO DI MEMBRO NON PRESIDENTE DI COMMISSIONE GIUDICATRICE DI GARA  (ARCH. GABRIELLA ANGELICI),2020-12-18,AFFIDAMENTO DIRETTO,,,,850.0,
F48C19000030001,Z722FDF92E,PRESTAZIONE PROFESSIONALE INERENTE LO SVOLGIMENTO DELL'INCARICO DI PRESIDENTE DI COMMISSIONE GIUDICATRICE DI GARA (ARCH. PIERO CANTANI),2020-12-18,AFFIDAMENTO DIRETTO,,,,950.0,
F48C19000030001,ZF027FA7FC,RIAPETURA RERMINIGURI CASTEL SANTANGELO,2019-04-10,AFFIDAMENTO DIRETTO,,,,223.96,
F49D23001250002,B10B3D58DD,INTERVENTO DI RIPARAZIONE DANNI SISMA 2016 NEL CIMITERO PORZIONE STORICA 1-A [CUP F49D23001250002 ],2024-04-02,AFFIDAMENTO DIRETTO,,,,53417.97,53417.97
F49D23001250002,Z4C3BAAB75,INCARICO CSP E CSE - INTERVENTI DI RIPARAZIONE DANNI SISMA 2016 DEL CIMITERP PORZIONE STORICA 1-A,2023-06-23,AFFIDAMENTO DIRETTO,,,,2900.0,
F49D23001250002,Z713B76749,SERVIZIO DI AGGIORNAMENTO E INTEGRAZIONE DEL PROGETTO ESECUTIVO E DIREZIONE LAVORI ? INTERVENTO DI RIPARAZIONE DANNI A SEGUITO DEL SISMA 2016 DEL CIMITERO COMUNALE PORZINE STORICA ? SETTORE 1 A,2023-06-07,AFFIDAMENTO DIRETTO,,,,8723.24,
F49E19000000001,8686509DFB,AFFIDAMENTO SERVIZI DI INGEGNERIA E ARCHITETTURA PROGETTAZIONE INTERVENTO DI RIPARAZIONE DANNI EDIFICIO CAPPELLA VOTIVA AI CADUTI DI GUERRA E ADIACENTI ALLOGGI ERP DELL'EX CONVENTO SS. CONCEZIONE IN VIA CONGIU NELLO N.7,2021-06-11,AFFIDAMENTO DIRETTO,,,,64079.99,
F49E19000000001,A03E7D13EB,LAVORI DI RIPARAZIONE DANNI CAUSATI DAGLI EVENTI SISMICI DEL 2016 ALL'EDIFICIO CAPPELLA VOTIVA AI CADUTI DI GUERRA E ADIACENTI ALLOGGI ERP DELL'EX CONVENTO SS. CONCEZIONE IN VIA CONGIU NELLO N.7 DEL COMUNE DI MONTE SAN VITO,2023-12-19,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,IMPRESA EDILE GEOM. SANTILLO LUCIANO & C. S.N.C. DI SANTILLO LUIGI,00798950705,699097.04,602320.17
F49E19000000001,B5DFBCF9DF,"SERIVIZO DI PULIZIA, LAVAGGIO E RIMOZIONE FECI ANIMALI, DISINFEZIONE, DISINFESTAZIONE, RACCOLTA E SMALTIMENTO DEL GUANO DI PICCIONE PRESSO CAPPELLA VOTIVA AI CADUTI DI VIA CONGIU NELLO",2025-03-03,ALTRA PROCEDURA A FASE UNICA,,,,12453.2,
F49E19000000001,Z162E8FCE8,"AFFIDAMENTO SERVIZI DI SUPPORTO AL RUP PER I LAVORI DI RIPARAZIONE E MIGLIORAMENTO SISMICO DEL COMPLESSO STRUTTURALE DANNEGGIATO DAGLI EVENTI SISMICI DEL 2016, COMPLESSO RESIDENZIALE IN VIA CONGIU NELLO E CAPPELLA VOTIVA AI CADUTI DI GUERRA",2020-10-01,AFFIDAMENTO DIRETTO,,,,5315.9,
F49F20000150001,854170993F,"SERVIZI TECNICI ATTINENTI ALL'ARCHITETTURA E ALL'INGEGNERIA PER LA PROGETTAZIONE DI FATTIBILITÀ TECNICA ED ECONOMICA, DEFINITIVA ED ESECUTIVA, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE E INDAGINI GEOLOGICHE, CON RISERVA DELLA DIREZIONE LAVORI, MISURA E CONTABILITÀ E COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE RELATIVI AI LAVORI DI RIPRISTINO FUNZIONALE E RAFFORZAMENTO LOCALE DELL'OPERA PUBBLICA DENOMINATA 'MAGAZZINO COMUNALE (EX STALLA SOCIALE)' IN LOCALITÀ RAPEGNA (ID 1843) A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016",2020-12-03,AFFIDAMENTO DIRETTO,,,,73526.99,
F49F20000150001,8662485CC0,"APPALTO DEI SERVIZI TECNICI ATTINENTI ALL'ARCHITETTURA E ALL'INGEGNERIA PER LA PROGETTAZIONE DI FATTIBILITÀ TECNICA ED ECONOMICA, DEFINITIVA ED ESECUTIVA, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE E INDAGINI GEOLOGICHE, CON RISERVA DELLA DIREZIONE LAVORI, MISURA E CONTABILITÀ E COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE RELATIVI AI LAVORI DI RIPRISTINO FUNZIONALE DELL'OPERA PUBBLICA DENOMINATA 'MAGAZZINO COMUNALE (EX STALLA SOCIALE)' IN LOCALITÀ RAPEGNA (ID 1843) A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016",2021-05-03,AFFIDAMENTO DIRETTO,,E.I.G. S.R.L. S.T.P.,01461630434,73526.99,43826.04
F49F20000150001,9530688C88,SUA PER IL COMUNE DI CASTELSANTANGELO SUL NERA: APPALTO DEI LAVORI DI RIPRISTINO FUNZIONALE DELL'OPERA PUBBLICA DENOMINATA MAGAZZINO COMUNALE (EX STALLA SOCIALE) IN LOCALITÀ RAPEGNA A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016,2022-12-06,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,CREA COSTRUZIONI S.R.L.,03500490614,252233.82,249739.09
F49F20000150001,9778294779,SIA IN FASE DI ESECUZIONE PER IL RIPRISTINO FUNZIONALE DEL MAGAZZINO COMUNALE EX STALLA SOCIALE IN LOC RAPEGNA,2023-04-17,AFFIDAMENTO DIRETTO,,,,25768.31,
F49F20000150001,Z0C3ABE244,"PRESTAZIONE PROFESSIONALE FINALIZZATA ALLO SVOLGIMENTO DELL'INCARICO DI COLLAUDATORE TECNICO AMMINISTRATIVO, CONTABILE, FUNZIONALE E STATICO, IN CORSO D?OPERA E FINALE RELATIVAMENTE AI LAVORI DI RIPRISTINO FUNZIONALE DEL MAGAZZINO COMUNALE (EX STALLA SOCIALE) IN LOCALITÀ RAPEGNA (ID 1843). CUP: F49F20000150001",2023-04-12,AFFIDAMENTO DIRETTO,,,,7367.38,
F49H18000590001,837643332F,ESECUZIONE DI OPERE FUNIVIARIE FINALIZZATE AL RIPRISTINO DELL,2020-08-04,PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI GARA (SETTORI SPECIALI),,DOPPELMAYR ITALIA SRL,00220070213,53975.0,53899.44
F49H18000590001,Z182ECF922,PRESTAZIONE PROFESSIONALE FINALIZZATA ALLO SVOLGIMENTO DELL?INCARICO DI COLLAUDATORE RELATIVAMENTE ALLA ?ESECUZIONE DI OPERE EDILI E STRUTTURALI FINALIZZATE AL RIPRISTINO DELL'IMPIANTO FUNIVIARIO DENOMINATO 2CLF VALLE DELL'ANGELO - MONTE PRATA?. (ID. 1888 - O.C.S.R. N. 56/2018),2020-10-19,AFFIDAMENTO DIRETTO,,,,1500.0,
F49H18000590001,Z693D677AC,RIPRISTINO DELL'OPERA PUBBLICA ?IMPIANTI SCIISTICI MONTEPRATA - SEGGIOVIA 2CLF VALLE DELL'ANGELO? A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016 (O.C.S.R. N. 56/2018 E N. 109/2020 - ID 1888) ? CUP: F49H18000590001. AFFIDAMENTO PROVE PULL-OFF SU STELE DI VALLE,2023-11-22,AFFIDAMENTO DIRETTO,,,,1084.0,
F49H18000590001,Z733C109B4,ACQUISTO RICAMBI PER IL RIPRISTINO DELL'OPERA PUBBLICA ?IMPIANTI SCIISTICI MONTEPRATA - SEGGIOVIA 2CLF VALLE DELL'ANGELO? (O.C.S.R. N. 56/2018 - 2° PIANO OPERE PUBBLICHE - ID 1888),2023-07-31,AFFIDAMENTO DIRETTO,,,,2205.0,
F49H18000590001,Z823CD8C09,SERVIZIO DI CONTROLLO E MANUTENZIONE DELL?IMPIANTO ELETTRICO FINALIZZATO AL RIPRISTINO DELL'OPERA PUBBLICA ?IMPIANTI SCIISTICI MONTEPRATA - SEGGIOVIA 2CLF VALLE DELL'ANGELO? A SEGUITO DEGLI EVENTI SISMICI DEL 2016.,2023-10-13,AFFIDAMENTO DIRETTO,,,,1047.0,
F49H18000590001,ZAD2DB4B40,ESECUZIONE LAVORI DI CABLAGGIO IMPIANTO ELETTRICO FINALIZZATI AL RIPRISTINO DELL'OPERA PUBBLICA ?IMPIANTI SCIISTICI MONTEPRATA - SEGGIOVIA 2CLF VALLE DELL'ANGELO? (O.C.S.R. N. 56/2018 - 2° PIANO OPERE PUBBLICHE - ID 1888),2020-07-17,AFFIDAMENTO DIRETTO,,,,20000.0,
F49H18000590001,ZC92DB4AF4,ESECUZIONE DI OPERE EDILI E STRUTTURALI FINALIZZATE AL RIPRISTINO DELL'OPERA PUBBLICA ?IMPIANTI SCIISTICI MONTEPRATA - SEGGIOVIA 2CLF VALLE DELL'ANGELO? (O.C.S.R. N. 56/2018 - 2° PIANO OPERE PUBBLICHE - ID 1888),2020-07-17,AFFIDAMENTO DIRETTO,,,,27015.37,
F49J20000890001,A02EA35AEE,"REALIZZAZIONE DI UNA STRUTTURA PREFABBRICATA TEMPORANEA, A SERVIZIO DI IMPIANTI ED EDIFICI IN VIA DI RICOSTRUZIONE IN LOC. MONTE PRATA",2023-11-21,AFFIDAMENTO DIRETTO,,,,208897.45,
F49J20000890001,B015553D11,FORNITURA E POSA IN OPERA CONTATORE PROVVISORIO ENEL MONTE PRATA,2024-01-23,AFFIDAMENTO DIRETTO,,CIP LOMBARDIA SRL,09328470159,3422.23,3422.23
F49J20000890001,B09A61953F,AFFIDAMENTO DIRETTO STAMPA PELLICOLE COME DA PREVENTIVO NR. 51-2024,2024-02-29,AFFIDAMENTO DIRETTO,,BONFIGLI FABIO,****************,1450.0,1450.0
F49J20000890001,B220624783,"SISMA 2016. ORDINANZA SPECIALE N.62 DEL 14/11/2023. REALIZZAZIONE DI UNA STRUTTURA PREFABBRICATA TEMPORANEA, A SERVIZIO DI IMPIANTI ED EDIFICI IN VIA DI RICOSTRUZIONE IN LOC. MONTE PRATA. - AFFIDAMENTO DIRETTO PER LAVORI DI COLLEGAMENTO LINEA ELETTRICA DITTA ELETTROUSSITA - CUP: F49J20000890001",2024-06-17,AFFIDAMENTO DIRETTO,,ELETTROUSSITA DI BORRINI MORENO E ALESSANDRO S.N.C.IN SIGLA ELETT ROUSSITA S.N.C.,01782500431,4956.01,4956.01
F49J20000890001,B260D4841A,"SISMA 2016. ORDINANZA SPECIALE N.62 DEL 14/11/2023. REALIZZAZIONE DI UNA STRUTTURA PREFABBRICATA TEMPORANEA, A SERVIZIO DI IMPIANTI ED EDIFICI IN VIA DI RICOSTRUZIONE IN LOC. MONTE PRATA. - AFFIDAMENTO DIRETTO PER LAVORI DI COLLEGAMENTO LINEA IDRICA DITTA REMIGI MARZIO - CUP: F49J20000890001",2024-07-08,AFFIDAMENTO DIRETTO,,REMIGI MARZIO,00811020437,2550.0,2550.0
