cup,cig,oggetto_gara,data_pubblicazione_gara,tipo_scelta_contraente,ente,aggiudicatario,cf_aggiudicatario,importo_base_asta,importo_aggiudicazione
F41B21006160005,B8894FA494,"SISMA 2016. O.S. 14/2021 E SS.MM.II. S.I.A. DI PROGETTAZIONE ESECUTIVA ED IN FASE DI ESECUZIONE RELATIVI AL PRIMO STRALCIO FUNZIONALE DELLE OPERE DI URBANIZZAZIONI DELLA FRAZIONE DI NOCELLETO INTERFERENTI CON LA RICOSTRUZIONE PRIVATA: CAI BARTOLO AGGREGATI OBBLIGATORI NC.AR.07, NC.AR.08 E NC.AE.35.",2025-10-08,AFFIDAMENTO DIRETTO,,MARZIANI MORENO,****************,127207.78,127207.78
F41B21006160005,Z6233E9647,SERVIZI TECNICI INERENTI LE ATTIVITÀ DI RILIEVO TOPOGRAFICO PLANO-ALTIMETRICO GEOREFERENZIATO E RESTITUZIONE GRAFICA DELL?ABITATO RICOMPRESO NELLE AREE PERIMETRATE DELLA FRAZIONE DI GUALDO,2021-11-15,AFFIDAMENTO DIRETTO,,,,4423.89,
F41B21006170005,9058673D6E,SERVIZI TECNICI ATTINENTI ALL'ARCHITETTURA E ALL'INGEGNERIA PER LAPROGETTAZIONE DI FATTIBILITu00C0 TECNICA ED ECONOMICA RELATIVI AI LAVORI DIREALIZZAZIONE DELLE OPERE DI URBANIZZAZIONE DELLA FRAZIONE DI VALLINFANTE (ID 6650) A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE2016,2022-01-18,AFFIDAMENTO DIRETTO,,ARAUT ENGINEERING SOCIETA' COOPERATIVA,00588960542,72261.58,70816.35
F41B21006170005,B70B744FF7,SISMA 2016 (O.S. 14/2021). S.I.A. AVENTE AD OGGETTO L'ATTIVITu00C0 DI SUPPORTO AL RUP PER LA VERIFICA DELLA PROGETTAZIONE RELATIVA ALL'INTERVENTO REALIZZAZIONE DELLE OPERE DI URBANIZZAZIONE DELLA FRAZIONE DI VALLINFANTE A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016. CUP: F41B21006170005.,2025-05-28,AFFIDAMENTO DIRETTO,,,,72428.3,72428.3
F41B21006170005,Z2433E9737,SERVIZI TECNICI INERENTI LE ATTIVITÀ DI RILIEVO TOPOGRAFICO PLANO-ALTIMETRICO GEOREFERENZIATO E RESTITUZIONE GRAFICA DELL?ABITATO RICOMPRESO NELLE AREE PERIMETRATE DELLA FRAZIONE DI VALLINFANTE,2021-11-15,AFFIDAMENTO DIRETTO,,,,3979.35,
F41J20000060001,8662834CC1,"APPALTO DEI SERVIZI TECNICI ATTINENTI ALL'ARCHITETTURA E ALL'INGEGNERIA PER LA PROGETTAZIONE DI FATTIBILITÀ TECNICA ED ECONOMICA, DEFINITIVA ED ESECUTIVA, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE E INDAGINI GEOLOGICHE, CON RISERVA DELLA DIREZIONE LAVORI, MISURA E CONTABILITÀ E COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE RELATIVI AI LAVORI DI DEMOLIZIONE/RICOSTRUZIONE DELL'OPERA PUBBLICA DENOMINATA 'CENTRO FAUNISTICO' IN LOCALITÀ VALLINFANTE (ID 3728) A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016",2021-03-11,AFFIDAMENTO DIRETTO,,SIDOTI ENGINEERING S.R.L.,12502151009,38754.44,20725.88
F41J20000060001,B6EFC36130,SERVIZI PER LA DIREZIONE LAVORI E IL COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE (CSE) RELATIVO AI LAVORI DI DEMOLIZIONE E RICOSTRUZIONE DELL'OPERA PUBBLICA DENOMINATA CENTRO FAUNISTICO IN LOCALITu00C0 VALLINFANTE (ID 3728),2025-05-21,AFFIDAMENTO DIRETTO,,BASSO ROBERTO,02236400442,18114.38,18114.38
F42B18000210001,8765244C29,"SUA PER IL COMUNE DI CASTELSANTANGELO SUL NERA: APPALTO DEI SERVIZI TECNICI DI ARCHITETTURA E INGEGNERIA PER LA PROGETTAZIONE DEFINITIVA ED ESECUTIVA, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE E INDAGINI GEOLOGICHE, CON RISERVA DELLA DIREZIONE LAVORI, MISURA E CONTABILITÀ E COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE RELATIVI AI LAVORI DI REALIZZAZIONE DEL NUOVO ACCESSO AGLI IMPIANTI INCLUSO GARAGE PER MEZZI BATTIPISTA IN LOCALITÀ MONTE PRATA A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016",2021-05-24,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,GEOTEAM ASSOCIATI STUDIO TECNICO DI CRUCIANELLI SAMUELE E FELIZIANI VANIA,01458360433,111304.87,33563.71
F42B18000210001,B37369F3C7,S.U.A. PER IL COMUNE DI CASTELSANTANGELO SUL NERA. PROCEDURA APERTA ACCELERATA FINALIZZATA ALL' APPALTO DEI LAVORI DI REALIZZAZIONE DEL NUOVO ACCESSO AGLI IMPIANTI INCLUSO GARAGE PER MEZZI BATTIPISTA IN LOCALITA MONTE PRATA (ID. 1887),2024-10-16,PROCEDURA APERTA,,,,1804110.41,1205797.63
F42B18000210001,Z6F3C8DEAA,SIA DI VERIFICA DELLA PROGETTAZIONE ESECUTIVA RELATIVA ALLA REALIZZAZIONE DEL NUOVO ACCESSO AGLI IMPIANTI SCIISTICI IN LOCALITÀ MONTE PRATA INCLUSO GARAGE PER MEZZI BATTIPISTA,2023-09-22,AFFIDAMENTO DIRETTO,,,,18131.21,
F42B20000080001,9522545CB7,"SUA PER IL COMUNE DI CASTELSANTANGELO SUL NERA APPALTO DEI SERVIZI TECNICI ATTINENTI ALL'ARCHITETTURA E ALL'INGEGNERIA PER LA PROGETTAZIONE DI FATTIBILITÀ TECNICA ED ECONOMICA, DEFINITIVA, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE ED INDAGINI GEOLOGICHE, CON RISERVA DI AFFIDAMENTO DELLA DIREZIONE LAVORI, MISURA E CONTABILITÀ, COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE RELATIVI ALL'INTERVENTO 'IMPIANTI SCIISTICI MONTEPRATA - SCIOVIA 1LF MONTEPRATA II BIS' - OCSR 56/2018 E 109/2020",2022-12-19,PROCEDURA APERTA,,ALTEVIE SRL SOCIETA' DI INGEGNERIA,01718980665,244406.88,109930.09
F42B20000080001,Z533C8E0EC,SIA SUPPORTO AL RUP PER L'ATTIVITÀ DI VERIFICA DELLA PROGETTAZIONE DELL'INTERVENTO SOSTITUZIONE DELLA SCIOVIA 1LF MONTE PRATA 2-BIS CON NUOVA SEGGIOVIA BIPOSTO IN LOCALITÀ MONTE PRATA (O.C.S.R. N. 109/2020),2023-09-22,AFFIDAMENTO DIRETTO,,,,30346.12,
F42B20000080001,Z6B3BE2737,PUBBLICAZIONE GURI ESITO SUA CASTELSANTANGELO SEGGIOVIA MONTEPRATA,2023-07-13,AFFIDAMENTO DIRETTO,,,,500.0,
F42B20000080001,ZC73CEDD49,PRESTAZIONE PROFESSIONALE RELATIVA ALL'INCARICO DI MEMBRO PRESIDENTE DELLA COMMISSIONE DI GARA (ARCH. RODOLFO NOVELLI) RELATIVA ALL'APPALTO DEI S.I.A. INERENTI ALL?INTERVENTO ?IMPIANTI SCIISTICI MONTEPRATA ? SCIOVIA 1LF MONTEPRATA II BIS?,2023-10-19,AFFIDAMENTO DIRETTO,,,,1000.0,
F42B20000080001,ZD33CEDD94,PRESTAZIONE PROFESSIONALE RELATIVA ALL'INCARICO DI MEMBRO NON PRESIDENTE DELLA COMMISSIONE DI GARA (ING. VINCENZO DE MATTEIS) RELATIVA ALL'APPALTO DEI S.I.A. INERENTI ALL?INTERVENTO ?IMPIANTI SCIISTICI MONTEPRATA ? SCIOVIA 1LF MONTEPRATA II BIS?,2023-10-19,AFFIDAMENTO DIRETTO,,,,800.0,
F42B20000080001,ZF83CEDDBF,PRESTAZIONE PROFESSIONALE RELATIVA ALL'INCARICO DI MEMBRO NON PRESIDENTE DELLA COMMISSIONE DI GARA (ING. VALERIA LUCHETTI) RELATIVA ALL'APPALTO DEI S.I.A. INERENTI ALL?INTERVENTO ?IMPIANTI SCIISTICI MONTEPRATA ? SCIOVIA 1LF MONTEPRATA II BIS?,2023-10-19,AFFIDAMENTO DIRETTO,,,,800.0,
F42C20004950001,9001708C6D,AFFIDAMENTO DEI SERVIZI TECNICI ATTINENTI ALL'ARCHITETTURA E ALL'INGEGNERIA PER LA PROGETTAZIONE DI FATTIBILITu00C0 TECNICA ED ECONOMICA RELATIVA AI LAVORI DI DELOCALIZZAZIONE CASA RIPOSO 'A. PAPARELLI' (ID 1842) A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016,2022-01-28,AFFIDAMENTO DIRETTO,,EURO PROJECT - ENGINEERING CONSULTING S.R.L.,01843730985,152899.2,149841.22
F42C20004950001,A033B136C4,"SUA PER IL COMUNE DI CASTELSANTANGELO SUL NERA: APPALTO DEI SERVIZI TECNICI ATTINENTI ALL'ARCHITETTURA E ALL'INGEGNERIA PER LA PROGETTAZIONE ESECUTIVA, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE, DELLE INDAGINI, DELLA DIREZIONE LAVORI, MISURA E CONTABILITu00C0, COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE RELATIVI AI LAVORI DI DELOCALIZZAZIONE CASA DI RIPOSO 'A. PAPARELLI' (ID 1842) A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016",2023-12-05,PROCEDURA APERTA,,EURO PROJECT - ENGINEERING CONSULTING S.R.L.,01843730985,711650.44,479264.72
F42C20004950001,B054C0FFB3,SISMA 2016. OS 14/2021. INVIO A MEZZO POSTA RACCOMANDATA A/R DEGLI AVVISI DI ACCETTAZIONE DELLE OSSERVAZIONI A NOTIFICA ESPROPRIO,2024-02-09,AFFIDAMENTO DIRETTO,POSTE ITALIANE S.P.A.,POSTE ITALIANE S.P.A.,01114601006,16.9,16.9
F42C20004950001,B188B4F81D,"MEMBRO COMMISSIONE DI GARA PER L'APPALTO DEI SERVIZI TECNICI ATTINENTI ALL'ARCHITETTURA E ALL'INGEGNERIA PER LA PROGETTAZIONE ESECUTIVA, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE, DELLE INDAGINI, DELLA DIREZIONE LAVORI, MISURA E CONTABILITu00C0, COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE RELATIVI AI LAVORI DI DELOCALIZZAZIONE CASA DI RIPOSO A. PAPARELLI (ID 1842) A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016",2024-05-06,AFFIDAMENTO DIRETTO,,FIORI MASSIMO,****************,819.68,819.68
F42C20004950001,B377118496,APPALTO DEI SERVIZI TECNICI CATASTALI DI FRAZIONAMENTO ED ACCATASTAMENTO FINALIZZATI AI LAVORI DI DELOCALIZZAZIONE CASA DI RIPOSO A. PAPARELLI (ID 1842).,2024-10-16,AFFIDAMENTO DIRETTO,,BONANNI PIERNICOLA,01323200434,4725.0,4725.0
F42C20004950001,B3B93D24EB,SERVIZI TECNICI RELATIVI PER LA VERIFICA E L'AFFRANCAZIONE DEL DIRITTO DI SUPERFICIE DI TERRENI GRAVATI DA SERVITu00D9 DI USO CIVICO SUI TERRENI DI PROPRIETu00C0 INTERESSATI DALL'INTERVENTO DI DELOCALIZZAZIONE DELLA CASA RIPOSO A. PAPARELLI NEL COMUNE DI CASTELSANTANGELO SUL NERA (MC) AI SENSI DELLA LEGGE N.1766/27,2024-10-18,AFFIDAMENTO DIRETTO,,VALENTI                  EMANUELA,00913860433,1606.5,1606.5
F42C20004950001,B69FCF872F,TRASMISSIONE RACCOMANDATE A/R RELATIVE AL DECRETO DI ESPROPRIO.,2025-04-24,AFFIDAMENTO DIRETTO,POSTE ITALIANE S.P.A.,POSTE ITALIANE S.P.A.,01114601006,141.95,141.95
F42C20004950001,B7A20D3E37,"SISMA 2016 (O.S. 14/2021). AFFIDAMENTO DIRETTO DEI SERVIZI DI INGEGNERIA E ARCHITETTURA AVENTI AD OGGETTO L'ATTIVITu00C0 DI SUPPORTO AL RUP PER LA VERIFICA DELLA PROGETTAZIONE ESECUTIVA RELATIVA ALL'INTERVENTO DI DELOCALIZZAZIONE CASA RIPOSO A. PAPARELLI, IN LOCALITu00C0 NOCRIA (ID 1842) A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016. CUP: F42C20004950001.",2025-07-15,AFFIDAMENTO DIRETTO,,,,60622.26,60622.26
F42C20004950001,B7A295B884,SISMA 2016 (O.S. 14/2021). AFFIDAMENTO DIRETTO DEI LAVORI PER LA REALIZZAZIONE DI RECINZIONE DELLE AREE OGGETTO DI ESPROPRIO NELL' AMBITO DEI LAVORI DI DELOCALIZZAZIONE CASA DI RIPOSO A. PAPARELLI (ID 1842). CUP: F42C20004950001.,2025-07-15,AFFIDAMENTO DIRETTO,,,,6300.0,6300.0
F42C20004950001,B7E2661BC3,SISMA 2016. O.S. 14/2021. PROCEDURE DI ACQUISIZIONE AL PATRIMONIO INDISPONIBLE COMUNALE DELLE AREE INTERESSATE DAI LAVORI DI DELOCALIZZAZIONE CASA DI RIPOSO A. PAPARELLI (ID 1842). TRASMISSIONE DEL VERBALE DI STATO DI CONSISTENZA E DI IMMISSIONE IN POSSESSO MEDIANTE RACCOMANDATE A/R,2025-08-04,AFFIDAMENTO DIRETTO,POSTE ITALIANE S.P.A.,POSTE ITALIANE S.P.A.,01114601006,159.8,159.8
F42C20004950001,B87589E32B,"SISMA 2016 (O.S. 14/2021). AFFIDAMENTO DIRETTO DEL SERVIZIO RELATIVO ALLO SVOLGIMENTO DI ANALISI CHIMICHE SU TERRE E ROCCE DA SCAVO DERIVANTI DAI LAVORI RELATIVI ALL'INTERVENTO DI DELOCALIZZAZIONE CASA RIPOSO A. PAPARELLI, IN LOCALITu00C0 NOCRIA (ID 1842) - CUP: F42C20004950001.",2025-10-02,AFFIDAMENTO DIRETTO,,,,6500.0,6500.0
F42C20004950001,Z583CD6543,"TRASMISSIONE A MEZZO POSTA RACCOMANDATA A/R DEGLI AVVISI DI COMUNICAZIONE DI AVVIO AL PROCEDIMENTO DI ESPROPRIO, RELATIVO ALL?INTERVENTO DI DELOCALIZZAZIONE DELLA CASA RIPOSO ?A. PAPARELLI?",2023-10-13,AFFIDAMENTO DIRETTO,,,,135.2,
F42E20000040001,875478337B,"SUA PER IL COMUNE DI CASTELSANTANGELO SUL NERA: APPALTO DEI SERVIZI TECNICI ATTINENTI ALL'ARCHITETTURA E ALL'INGEGNERIA PER LA PROGETTAZIONE DI FATTIBILITÀ TECNICA ED ECONOMICA, DEFINITIVA ED ESECUTIVA, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE E INDAGINI GEOLOGICHE, CON RISERVA DI AFFIDAMENTO DELLA DIREZIONE LAVORI, MISURA E CONTABILITÀ, COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE RELATIVI AI LAVORI DI DEMOLIZIONE E RICOSTRUZIONE DEL 'MUSEO CENTRO VISITE IL CERVO' A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016",2021-05-19,PROCEDURA APERTA,,STUDIO PACI S.R.L.,02617840414,240809.75,70623.41
F42E20000040001,B172EFC5E1,S.U.A. PER IL COMUNE DI CASTELSANTANGELO SUL NERA. PROCEDURA APERTA ACCELERATA FINALIZZATA ALL'APPALTO DEI LAVORI DI DEMOLIZIONE E RICOSTRUZIONE DEL MUSEO CENTRO VISITE IL CERVO.,2024-05-03,PROCEDURA APERTA,,,,1948939.15,0.0
F42E20000040001,B17C5BDDD2,S.U.A. PER IL COMUNE DI CASTELSANTANGELO SUL NERA. PROCEDURA APERTA ACCELERATA FINALIZZATA ALL'APPALTO DEI LAVORI DI DEMOLIZIONE E RICOSTRUZIONE DEL MUSEO CENTRO VISITE IL CERVO.,2024-05-03,PROCEDURA APERTA,,,,1948939.15,1226891.64
F42E20000040001,Z0E33ACD7C,PRESTAZIONE PROFESSIONALE RELATIVA ALL'INCARICO DI PRIMO MEMBRO NON PRESIDENTE DELLA COMMISSIONE DI GARA RELATIVA ALL'APPALTO DEI AI LAVORI DI DEMOLIZIONE E RICOSTRUZIONE DEL ?MUSEO CENTRO VISITE IL CERVO? A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016,2021-10-28,AFFIDAMENTO DIRETTO,,,,850.0,
F42E20000040001,Z1037935C8,PRESTAZIONE PROFESSIONALE RELATIVA ALL'INCARICO DI PRIMO MEMBRO NON PRESIDENTE DELLA COMMISSIONE DI GARA (ING. ROBERTA FATTORETTI) RELATIVA ALL'APPALTO DEI AI LAVORI DI DEMOLIZIONE E RICOSTRUZIONE DELLA ?SEDE COMUNALE?,2022-08-30,AFFIDAMENTO DIRETTO,,,,800.0,
F42E20000040001,Z2D37933CB,PRESTAZIONE PROFESSIONALE RELATIVA ALL'INCARICO DI MEMBRO PRESIDENTE DELLA COMMISSIONE DI GARA (ING. LUCA ARABI) RELATIVA ALL'APPALTO DEI AI LAVORI DI DEMOLIZIONE E RICOSTRUZIONE DELLA ?SEDE COMUNALE?,2022-08-30,AFFIDAMENTO DIRETTO,,,,1086.96,
F42E20000040001,Z4B3C8E0BA,AFFIDAMENTO SIA DI VERIFICA DELLA PROGETTAZIONE ESECUTIVA RELATIVA AI LAVORI DI DEMOLIZIONE E RICOSTRUZIONE DEL ?MUSEO CENTRO VISITE IL CERVO?,2023-09-22,AFFIDAMENTO DIRETTO,,,,25165.7,
F42E20000040001,Z8433ACDEA,PRESTAZIONE PROFESSIONALE RELATIVA ALL'INCARICO DI MEMBRO PRESIDENTE DELLA COMMISSIONE DI GARA RELATIVA ALL'APPALTO DEI AI LAVORI DI DEMOLIZIONE E RICOSTRUZIONE DEL ?MUSEO CENTRO VISITE IL CERVO? A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016,2021-10-28,AFFIDAMENTO DIRETTO,,,,950.0,
F42E20000040001,ZA433ACDB7,PRESTAZIONE PROFESSIONALE RELATIVA ALL'INCARICO DI SECONDO MEMBRO NON PRESIDENTE DELLA COMMISSIONE DI GARA RELATIVA ALL'APPALTO DEI AI LAVORI DI DEMOLIZIONE E RICOSTRUZIONE DEL ?MUSEO CENTRO VISITE IL CERVO? A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016,2021-10-28,AFFIDAMENTO DIRETTO,,,,850.0,
F42E20000040001,ZC03CEE62F,AFFIDAMENTO SERVIZI TECNICI INERENTI ALLE ATTIVITÀ E PRATICHE DI ACCESSO AL C.D. CONTO TERMICO 2.0 DEL GSE RELATIVO AI LAVORI DI DEMOLIZIONE/RICOSTRUZIONE DELL?OPERA PUBBLICA DENOMINATA ?MUSEO CENTRO VISITE IL CERVO? IN LOCALITÀ CAPOLUOGO (ID 1840) A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016. CUP: F42E20000040001,2023-10-19,AFFIDAMENTO DIRETTO,,,,6240.0,
F42E20000040001,ZD437936A5,PRESTAZIONE PROFESSIONALE RELATIVA ALL'INCARICO DI SECONDO MEMBRO NON PRESIDENTE DELLA COMMISSIONE DI GARA (ING. JAN ALEXANDER FRATI) RELATIVA ALL'APPALTO DEI AI LAVORI DI DEMOLIZIONE E RICOSTRUZIONE DELLA ?SEDE COMUNALE?,2022-08-30,AFFIDAMENTO DIRETTO,,,,869.57,
F43H19001300001,8360681C36,"SUA PER IL COMUNE DI CASTELSANTANGELO SUL NERA: APPALTO DEI SERVIZI TECNICI ATTINENTI ALL'ARCHITETTURA E ALL'INGEGNERIA PER LA PROGETTAZIONE DEFINITIVA ED ESECUTIVA, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE, RILIEVO AEROFOTOGRAMMETRICO E INDAGINI GEOLOGICHE, CON RISERVA DI AFFIDAMENTO DELLA DIREZIONE LAVORI, MISURA E CONTABILITÀ E COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE, RELATIVI AI LAVORI DI MITIGAZIONE DEL DISSESTO GRAVITATIVO SULLA PARETE ROCCIOSA NEI PRESSI DI VALLINFANTE A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016",2020-07-14,PROCEDURA APERTA,,PRO-GEO PROGETTAZIONE GEOTECNICA,04275740829,278253.15,99943.31
F43H19001300001,9617915A88,SUA PER IL COMUNE DI CASTELSANTANGELO SUL NERA: APPALTO DEI LAVORI DI MITIGAZIONE DEL DISSESTO GRAVITATIVO SULLA PARETE ROCCIOSA NEI PRESSI DI VALLINFANTE',2023-01-24,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,SIRIANNI S.R.L.,02712470794,1591526.08,1355215.8
F43H19001300001,972765285F,S.I.A. IN FASE DI ESECUZIONE RELATIVI AI LAVORI DI MITIGAZIONE DEL DISSESTO GRAVITATIVO SULLA PARETE ROCCIOSA NEI PRESSI DI VALLINFANTE,2022-11-30,PROCEDURA APERTA,,PRO-GEO PROGETTAZIONE GEOTECNICA,04275740829,129820.87,84882.88
F43H19001300001,B478DD7DB4,SERVIZI NOTARILI PER L'ACQUISTO TERRENO FG. 14 PART. 61 NELL'AMBITO DEI LAVORI DI MITIGAZIONE DEL DISSESTO GRAVITATIVO SULLA PARETE ROCCIOSA NEI PRESSI DI VALLINFANTE - CUP: F43H19001300001,2024-11-26,AFFIDAMENTO DIRETTO,,,,1982.9,
F43H19001300001,Z2B3A174F6,"AFFIDAMENTO DELL'INCARICO DI COLLAUDATORE TECNICO AMMINISTRATIVO, CONTABILE, FUNZIONALE E STATICO, IN CORSO D'OPERA E FINALE RELATIVAMENTE AI LAVORI DI ?MITIGAZIONE DEL DISSESTO GRAVITATIVO SULLA PARETE ROCCIOSA NEI PRESSI DI VALLINFANTE? (ID OPERA N. 3938).",2023-02-23,AFFIDAMENTO DIRETTO,,,,34718.48,
F43H19001300001,Z33323000A,PRESTAZIONE PROFESSIONALE RELATIVA ALL'INCARICO DI MEMBRO NON PRESIDENTE DI COMMISSIONE DI GARA PER LA PROCEDURA DI APPALTO DEI S.I.A. PER L?INTERVENTO DI MITIGAZIONE DEL DISSESTO GRAVITATIVO SULLA PARETE ROCCIOSA NEI PRESSI DI VALLINFANTE A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016 - GEOM. MAURIZIO LUCHETTI,2021-06-21,AFFIDAMENTO DIRETTO,,,,850.0,
F43H19001300001,Z47322FF8C,PRESTAZIONE PROFESSIONALE RELATIVA ALL'INCARICO DI MEMBRO NON PRESIDENTE DI COMMISSIONE DI GARA PER LA PROCEDURA DI APPALTO DEI S.I.A. PER L?INTERVENTO DI MITIGAZIONE DEL DISSESTO GRAVITATIVO SULLA PARETE ROCCIOSA NEI PRESSI DI VALLINFANTE A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016 - GEOM. ALESSANDRO PODUTI,2021-06-21,AFFIDAMENTO DIRETTO,,,,850.0,
F43H19001300001,Z4E3A27288,"L'AFFIDAMENTO DELL'INCARICO DI COLLAUDATORE TECNICO AMMINISTRATIVO, CONTABILE, FUNZIONALE E STATICO, IN CORSO D'OPERA E FINALE RELATIVAMENTE AI LAVORI DI ?MITIGAZIONE DEL DISSESTO GRAVITATIVO SULLA PARETE ROCCIOSA NEI PRESSI DI VALLINFANTE?",2023-02-28,AFFIDAMENTO DIRETTO,,,,34718.48,
F43H19001300001,ZCB322FED9,PRESTAZIONE PROFESSIONALE RELATIVA ALL'INCARICO DI PRESIDENTE DI COMMISSIONE DI GARA PER LA PROCEDURA DI APPALTO DEI S.I.A. PER L?INTERVENTO DI MITIGAZIONE DEL DISSESTO GRAVITATIVO SULLA PARETE ROCCIOSA NEI PRESSI DI VALLINFANTE A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016 - ING. ALESSANDRA VALLASCIANI,2021-06-21,AFFIDAMENTO DIRETTO,,,,950.0,
F45E17000060001,9573080387,EVENTI SISMICI 2016 E SUCCESSIVI. ORDINANZE DEL COMMISSARIO STRAORDINARIO NN. 33-37-56/2017. PROGRAMMA STRAORDINARIO PER LA RIAPERTURA DELLE SCUOLE DANNEGGIATE DAGLI EVENTI SISMICI NEL COMUNE DI TERNI. LAVORI DI ADEGUAMENTO SISMICO DELLA PALESTRA DELLA SCUOLA PRIMARIA 'DON MILANI'.,2022-12-29,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,CONSORZIO STABILE INNOVATECH SOCIETA' CONSORTILE A R.L.,15122941006,180436.98,143550.44
F45E17000060001,Z532181408,AFFIDAMENTO INCARICO PROGETTAZIONE ESECUTIVA PER LAVORI DI ADEGUAMENTO SISMICO DELLA PALESTRA DELLA SCUOLA PRIMARIA DON MILANI.,2017-12-27,PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE,,,,21441.21,
F45E20000300001,8639744E48,"APPALTO DEI SERVIZI TECNICI ATTINENTI ALL'ARCHITETTURA E ALL'INGEGNERIA PER LA PROGETTAZIONE DI FATTIBILITÀ TECNICA ED ECONOMICA, DEFINITIVA ED ESECUTIVA, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE E INDAGINI GEOLOGICHE, CON RISERVA DELLA DIREZIONE LAVORI, MISURA E CONTABILITÀ E COORDINAMENTO DELLA SICUREZZA IN FASE DI ESECUZIONE RELATIVI AI LAVORI DI DEMOLIZIONE/RICOSTRUZIONE DELL'OPERA PUBBLICA DENOMINATA 'CASALETTO CENTRO FAUNISTICO IL CERVO' IN LOCALITÀ VALLINFANTE (ID 3726) A SEGUITO DEGLI EVENTI SISMICI DEL 24 AGOSTO E 26/30 OTTOBRE 2016",2021-03-29,AFFIDAMENTO DIRETTO,,RENZI ALTERIANO,****************,59872.64,38042.04
F45E20000300001,9784064109,SIA IN FASE DI ESECUZIONE RELATIVI AI LAVORI DI DEMOLIZIONE/RICOSTRUZIONE DEL CASALETTO CENTRO FAUNISTICO IL CERVO,2023-04-20,AFFIDAMENTO DIRETTO,,,,20621.54,
F45E20000300001,98517690F8,SUA PER IL COMUNE DI CASTELSANTANGELO SUL NERA: APPALTO DEI LAVORI DI DEMOLIZIONE E RICOSTRUZIONE DELL'OPERA PUBBLICA DENOMINATA 'CASALETTO CENTRO FAUNISTICO IL CERVO' IN LOCALITÀ VALLINFANTE,2023-05-29,PROCEDURA NEGOZIATA PER AFFIDAMENTI SOTTO SOGLIA,,NAPLA G. APPALTI SRL,01313201210,227955.45,209708.13
