n,data,codice_regione,nome_corretto,complessivo_numero_asseverazioni,complessivo_totale_investimenti_amessi,complessivo_importo_lavori_ammessi,edifici_condomini_numero_asseverazioni,edifici_condomini_totale_investimenti_amessi,edifici_condomini_importo_lavori_ammessi,edifici_unifamiliari_numero_asseverazioni,edifici_unifamiliari_totale_investimenti_amessi,edifici_unifamiliari_importo_lavori_ammessi,unita_indipendenti_numero_asseverazioni,unita_indipendenti_totale_investimenti_amessi,unita_indipendenti_importo_lavori_ammessi,castelli_aperti_numero_asseverazioni,castelli_aperti_totale_investimenti_amessi,castelli_aperti_importo_lavori_ammessi,nome_sorgente
6,2024-01-31,06,Friuli-Venezia Giulia,12986,2426438660.97,2192180414.17,2111,1366221024.67,1175365163.81,7763,811617716.32,780006405.86,3112,248599919.98,236808844.50,,,,Friuli-Venezia Giulia
7,2024-01-31,12,Lazio,37115,9227865819.10,8132533983.30,8130,6063519362.28,5131548186.54,17902,2077975156.04,1962328172.11,11081,1086143338.60,1038496813.89,2,227962.18,160810.76,Lazio
8,2024-01-31,07,Liguria,7675,2104375659.50,1823698230.08,2690,1596639395.04,1337555718.92,3463,374032924.80,358625250.18,1522,133703339.66,127517260.98,,,,Liguria
9,2024-01-31,03,Lombardia,74669,19965971330.57,18632055364.39,19402,13805863970.97,12656066928.61,33987,3953839773.27,3821592906.31,21278,2206090366.13,2154280168.40,2,177220.20,115361.07,Lombardia
10,2024-01-31,11,Marche,12814,2920483823.45,2673330479.61,4184,2037068214.32,1815833639.17,5498,600043016.31,580576568.69,3132,283372592.82,276920271.75,,,,Marche
11,2024-01-31,14,Molise,2986,693022197.16,612694997.09,864,456009467.72,390059060.15,1571,185555349.62,174397758.53,551,51457379.82,48238178.41,,,,Molise
12,2024-01-31,01,Piemonte,34261,7847783745.37,7236323902.69,8887,4998579269.15,4475199282.83,20671,2417433766.40,2343444704.03,4700,431170991.30,417080197.31,3,599718.52,599718.52,Piemonte
13,2024-01-31,16,Puglia,26602,5365547957.09,5009834210.91,4437,2949340283.53,2708735074.79,17911,1990934783.52,1903895358.37,4254,425272890.04,397203777.75,,,,Puglia
14,2024-01-31,20,Sardegna,15450,2733363481.12,2486003388.77,1633,1118843425.80,980300673.23,10660,1278279446.49,1192239400.94,3157,336240608.83,313463314.60,,,,Sardegna
15,2024-01-31,19,Sicilia,29466,6271998124.73,5672087096.08,6332,3682402165.91,3215743868.39,18896,2171201762.05,2053511422.14,4238,418394196.77,402831805.55,,,,Sicilia
16,2024-01-31,09,Toscana,36551,6095403192.85,5665948330.69,6686,3106428298.57,2796649979.51,16751,1801810241.87,1727178388.90,13114,1187164652.41,1142119962.28,,,,Toscana
17,2024-01-31,04,Trentino-Alto Adige/Südtirol,10241,2634468931.77,2501015983.71,5242,2077570185.80,1953372239.69,3595,422086141.54,414487421.91,1404,134812604.43,133156322.11,,,,Trentino-Alto-Adige
18,2024-01-31,10,Umbria,8653,1953209442.81,1771142619.66,2612,1302246905.67,1146184970.62,4170,472806420.28,451922860.46,1871,178156116.86,173034788.58,,,,Umbria
19,2024-01-31,02,Valle d'Aosta/Vallée d'Aoste,1257,419602671.74,390328736.88,671,359579079.69,331813060.38,461,49203274.74,47803438.31,125,10820317.31,10712238.19,,,,Valle d'Aosta
20,2024-01-31,05,Veneto,57266,10049310097.16,9444955582.13,8469,4933870656.54,4494588632.22,26827,3027059521.63,2921417623.20,21970,2088379918.99,2028949326.71,,,,Veneto
1,2024-02-29,13,Abruzzo,13983,3809341111.46,3472643682.54,4754,2797956833.93,2497764820.48,6966,792937839.96,763386085.84,2263,218446437.57,211492776.22,,,,Abruzzo
2,2024-02-29,17,Basilicata,5349,1523172803.06,1450706461.98,2022,1140078117.05,1079280894.93,2560,303641510.35,294761549.55,766,79389636.05,76636989.89,1,63539.61,27027.61,Basilicata
3,2024-02-29,18,Calabria,15452,3319818983.85,3054747893.69,3785,1982971954.09,1786536022.52,8424,1003115030.76,950275582.94,3243,333731999.00,317936288.23,,,,Calabria
4,2024-02-29,15,Campania,28348,8165793029.67,7194924209.00,9866,5940669607.58,5076310189.26,14740,1828017568.29,1736514070.14,3742,397105853.80,382099949.60,,,,Campania
5,2024-02-29,08,Emilia-Romagna,43079,10738522037.05,10279308357.69,13293,7722625963.00,7329269721.66,18839,2028488995.94,1982476147.46,10947,987407078.11,967562488.57,,,,Emilia-Romagna
6,2024-02-29,06,Friuli-Venezia Giulia,13226,2583460912.43,2412498766.41,2306,1518664805.23,1383901075.54,7805,815926070.83,790284999.41,3115,248870036.37,238312691.46,,,,Friuli-Venezia Giulia
7,2024-02-29,12,Lazio,37581,9523231569.87,8641467784.50,8473,6347565659.93,5600731663.69,17997,2088088232.81,1991677006.99,11109,1087349714.95,1048898303.06,2,227962.18,160810.76,Lazio
8,2024-02-29,07,Liguria,7891,2219938831.92,2015058063.49,2873,1708834039.63,1521498378.50,3491,377184388.85,365088770.05,1527,133920403.44,128470914.94,,,,Liguria
9,2024-02-29,03,Lombardia,76032,20780537109.23,19744593382.22,20658,14607180258.83,13714735248.92,34073,3964445498.08,3863724258.65,21299,2208719739.48,2165942261.81,2,191612.84,191612.84,Lombardia
10,2024-02-29,11,Marche,13180,3070701310.02,2876097274.34,4511,2182998170.73,2008184366.45,5532,603991348.95,589349525.75,3137,283711790.34,278563382.14,,,,Marche
11,2024-02-29,14,Molise,3034,708125836.46,645272238.18,894,469771212.23,419161182.88,1587,186591178.04,177208602.59,553,51763446.19,48902452.71,,,,Molise
12,2024-02-29,01,Piemonte,34967,8245013012.54,7793880661.51,9534,5391276939.66,5010040689.01,20721,2420928287.48,2363526354.42,4709,432208066.88,419713899.56,3,599718.52,599718.52,Piemonte
13,2024-02-29,16,Puglia,26871,5481659710.51,5206744878.87,4642,3061258806.27,2870662658.48,17964,1996009977.62,1929679570.32,4265,424390926.62,406402650.07,,,,Puglia
14,2024-02-29,20,Sardegna,15570,2768771946.65,2579437406.89,1713,1151719822.30,1049205916.63,10695,1280645341.12,1214005498.35,3162,336406783.23,316225991.91,,,,Sardegna
15,2024-02-29,19,Sicilia,29846,6404169931.10,5940795161.87,6617,3805572762.88,3448608976.15,18978,2178919062.11,2085669412.29,4251,419678106.11,406516773.43,,,,Sicilia
16,2024-02-29,09,Toscana,37159,6345760840.63,5994073848.41,7185,3345558284.60,3092355486.77,16819,1809385567.80,1749289187.56,13155,1190816988.23,1152429174.08,,,,Toscana
17,2024-02-29,04,Trentino-Alto Adige/Südtirol,10812,2885823636.02,2798989138.47,5807,2327823689.59,2248381339.58,3601,423034138.41,416712389.81,1404,134965808.02,133895409.08,,,,Trentino-Alto-Adige
18,2024-02-29,10,Umbria,8925,2054219224.61,1908985193.45,2861,1400574230.03,1275240245.49,4189,474990193.19,459430457.55,1875,178654801.39,174314490.41,,,,Umbria
19,2024-02-29,02,Valle d'Aosta/Vallée d'Aoste,1323,478956845.48,457671008.00,737,418859668.43,398753010.76,461,49276859.74,48205759.05,125,10820317.31,10712238.19,,,,Valle d'Aosta
20,2024-02-29,05,Veneto,58187,10450695717.84,9987487763.99,9235,5318513014.01,4993156237.51,26935,3040048445.65,2952106056.02,22017,2092134258.18,2042225470.46,,,,Veneto
1,2024-03-31,13,Abruzzo,14714,4127069231.78,3837167631.99,5382,3103868892.83,2833407137.17,7064,805150408.87,789251820.14,2268,218049930.08,214508674.68,,,,Abruzzo
2,2024-03-31,17,Basilicata,5498,1558319888.19,1495777351.82,2132,1171808815.39,1113932153.48,2593,306719593.06,303831493.72,772,79727940.13,77986677.01,1,63539.61,27027.61,Basilicata
3,2024-03-31,18,Calabria,15873,3436047299.93,3221499420.93,4110,2091332175.72,1911555023.34,8508,1010637472.72,986893490.73,3255,334077651.49,323050906.86,,,,Calabria
4,2024-03-31,15,Campania,29497,8663076978.37,7884900286.16,10776,6409634201.94,5682569739.87,14955,1854980513.97,1813163880.55,3766,398462262.46,389166665.74,,,,Campania
5,2024-03-31,08,Emilia-Romagna,44299,11347164554.34,10955111081.17,14354,8316917701.58,7966133422.52,18950,2038365237.00,2011401825.95,10995,991881615.76,977575832.70,,,,Emilia-Romagna
6,2024-03-31,06,Friuli-Venezia Giulia,13643,2780796450.49,2640873854.19,2604,1704537809.60,1586818249.81,7903,825549664.95,811108631.75,3136,250708975.94,242946972.63,,,,Friuli-Venezia Giulia
7,2024-03-31,12,Lazio,38406,9928976151.71,9251848153.94,9033,6730463585.01,6133376625.01,18197,2105608842.35,2050537719.45,11174,1092675762.17,1067772998.72,2,227962.18,160810.76,Lazio
8,2024-03-31,07,Liguria,8270,2397982552.45,2247396573.58,3180,1878774953.19,1739319302.04,3546,383470907.89,376907012.06,1544,135736691.37,131170259.48,,,,Liguria
9,2024-03-31,03,Lombardia,77840,21813172882.67,20961598365.88,22193,15612184765.99,14856603837.98,34278,3985822186.00,3920664210.93,21367,2214974317.84,2184138704.13,2,191612.84,191612.84,Lombardia
10,2024-03-31,11,Marche,13700,3253071333.20,3076641016.74,4967,2358714150.79,2196194417.11,5590,610161212.28,600251132.56,3143,284195970.13,280195467.07,,,,Marche
11,2024-03-31,14,Molise,3140,755852504.96,698219048.33,978,515881091.08,465858488.09,1608,188223827.69,183171943.63,554,51747586.19,49188616.61,,,,Molise
12,2024-03-31,01,Piemonte,35934,8640714114.30,8269028538.43,10354,5771342109.48,5441304965.36,20852,2435953407.32,2402719972.17,4725,432818878.98,424403882.38,3,599718.52,599718.52,Piemonte
13,2024-03-31,16,Puglia,27422,5622615781.41,5434134340.88,4967,3184208972.44,3033068579.31,18149,2012872468.97,1983394990.85,4306,425534340.00,417670770.72,,,,Puglia
14,2024-03-31,20,Sardegna,15899,2843170967.99,2726787539.17,1883,1212506889.31,1132704380.61,10826,1291415227.53,1263032787.65,3190,339248851.15,331050370.91,,,,Sardegna
15,2024-03-31,19,Sicilia,30728,6684669058.64,6376907536.79,7239,4062932229.88,3804178489.73,19227,2202158328.15,2160126315.99,4262,419578500.61,412602731.07,,,,Sicilia
16,2024-03-31,09,Toscana,38075,6622758866.87,6360433999.27,7872,3599773037.14,3398558384.99,16979,1826245852.06,1792564023.89,13224,1196739977.67,1169311590.39,,,,Toscana
17,2024-03-31,04,Trentino-Alto Adige/Südtirol,11298,3085133329.04,3014100116.34,6282,2525840106.56,2459134654.65,3609,424055762.68,420533913.37,1407,135237459.80,134431548.32,,,,Trentino-Alto-Adige
18,2024-03-31,10,Umbria,9280,2191112473.91,2076749820.95,3164,1532317008.80,1427875616.60,4236,479587699.96,472289955.61,1880,179207765.15,176584248.74,,,,Umbria
19,2024-03-31,02,Valle d'Aosta/Vallée d'Aoste,1400,534585103.94,514195543.58,807,473672925.30,454280639.10,468,50091776.28,49202581.24,125,10820402.36,10712323.24,,,,Valle d'Aosta
20,2024-03-31,05,Veneto,59490,10957506318.86,10596839210.29,10215,5793342156.10,5522980411.67,27144,3064290100.46,3008947987.54,22131,2099874062.30,2064910811.08,,,,Veneto
1,2024-04-30,13,Abruzzo,14736,4131976283.85,3842721769.32,5396,3108060512.86,2837543990.53,7072,805866468.28,790571998.12,2268,218049302.71,214605780.67,,,,Abruzzo
2,2024-04-30,17,Basilicata,5513,1562402563.41,1502846580.57,2143,1175626041.62,1120796464.21,2594,306812239.80,303924140.46,775,79900742.38,78098948.29,1,63539.61,27027.61,Basilicata
3,2024-04-30,18,Calabria,15891,3441338121.32,3227930316.19,4125,2096168978.76,1916677529.27,8510,1010904939.57,987852953.34,3256,334264202.99,323399833.58,,,,Calabria
4,2024-04-30,15,Campania,29640,8743439957.58,7974450670.11,10896,6486202227.69,5766217728.82,14975,1858107500.91,1818300304.42,3769,399130228.98,389932636.87,,,,Campania
5,2024-04-30,08,Emilia-Romagna,44364,11367171259.32,10976804387.91,14408,8335855035.73,7985963091.78,18958,2039087979.32,2012509340.19,10998,992228244.27,978331955.94,,,,Emilia-Romagna
6,2024-04-30,06,Friuli-Venezia Giulia,13660,2788321166.09,2649616716.38,2614,1711057850.57,1594053619.72,7906,825918378.58,811772870.03,3140,251344936.94,243790226.63,,,,Friuli-Venezia Giulia
7,2024-04-30,12,Lazio,38484,9949305293.20,9284728098.64,9071,6748021149.74,6158429831.98,18224,2107983418.28,2055943580.40,11187,1093072763.00,1070193875.50,2,227962.18,160810.76,Lazio
8,2024-04-30,07,Liguria,8309,2412033108.96,2261044183.86,3208,1891824800.06,1751197894.95,3551,383964116.59,377448948.88,1550,136244192.31,132397340.03,,,,Liguria
9,2024-04-30,03,Lombardia,77992,21884599119.11,21020836046.91,22315,15680663641.12,14910563139.35,34297,3987167050.95,3924188051.70,21378,2216576814.20,2185893243.02,2,191612.84,191612.84,Lombardia
10,2024-04-30,11,Marche,13727,3258892532.34,3081534678.29,4988,2364283161.38,2200330994.51,5595,610449599.66,600855110.78,3144,284159771.30,280348573.00,,,,Marche
11,2024-04-30,14,Molise,3147,756594113.49,700817112.04,984,516657347.87,468279185.90,1609,188189179.43,183349309.53,554,51747586.19,49188616.61,,,,Molise
12,2024-04-30,01,Piemonte,35986,8654914719.69,8286686093.55,10398,5785010368.02,5456658040.38,20860,2436524390.43,2404808398.35,4725,432780242.72,424619936.30,3,599718.52,599718.52,Piemonte
13,2024-04-30,16,Puglia,27468,5634272505.71,5450611379.35,4994,3193869375.84,3045918367.36,18164,2014572883.02,1986393177.14,4310,425830246.85,418299834.85,,,,Puglia
14,2024-04-30,20,Sardegna,15916,2844977622.86,2730186757.24,1891,1213830023.59,1134086014.80,10835,1291917249.39,1264921539.39,3190,339230349.88,331179203.05,,,,Sardegna
15,2024-04-30,19,Sicilia,30841,6711362720.46,6408477161.77,7305,4085153588.90,3827086024.47,19271,2206403812.80,2168402671.62,4265,419805318.76,412988465.68,,,,Sicilia
16,2024-04-30,09,Toscana,38166,6640047617.26,6381769785.83,7909,3612024401.22,3410750232.71,17002,1828626705.78,1795946642.88,13255,1199396510.26,1175072910.24,,,,Toscana
17,2024-04-30,04,Trentino-Alto Adige/Südtirol,11314,3088983943.75,3018089985.61,6297,2529718288.28,2463046701.39,3610,424027406.08,420610946.31,1407,135238249.39,134432337.91,,,,Trentino-Alto-Adige
18,2024-04-30,10,Umbria,9322,2204843538.62,2087573565.37,3196,1544995286.35,1437534962.95,4243,480424724.51,473275925.15,1883,179423527.76,176762677.27,,,,Umbria
19,2024-04-30,02,Valle d'Aosta/Vallée d'Aoste,1405,536698135.11,515534003.62,811,475687516.46,455511941.13,469,50190216.29,49309739.25,125,10820402.36,10712323.24,,,,Valle d'Aosta
20,2024-04-30,05,Veneto,59588,10976496964.86,10622841441.45,10263,5807822811.67,5541668300.19,27179,3067728706.12,3014039187.28,22146,2100945447.07,2067133953.98,,,,Veneto
1,2024-05-31,13,Abruzzo,14749,4137039909.40,3847733242.09,5407,3112750671.23,2842274054.43,7074,806228469.46,790828279.99,2268,218060768.71,214630907.67,,,,Abruzzo
2,2024-05-31,17,Basilicata,5518,1567233826.95,1506251349.23,2149,1180774569.68,1124199530.70,2593,306494975.28,303925842.63,775,79900742.38,78098948.29,1,63539.61,27027.61,Basilicata
3,2024-05-31,18,Calabria,15899,3443216532.18,3228581486.69,4128,2097741986.10,1917795399.07,8514,1011150194.37,987627392.74,3257,334324351.71,323158694.88,,,,Calabria
4,2024-05-31,15,Campania,29661,8754026097.69,7983314862.86,10915,6496458641.55,5775141267.32,14976,1858375572.24,1818212299.79,3770,399191883.90,389961295.75,,,,Campania
5,2024-05-31,08,Emilia-Romagna,44384,11372427703.57,10983552709.73,14423,8340598560.02,7992195435.68,18960,2039344757.56,2012826453.82,11001,992484385.99,978530820.23,,,,Emilia-Romagna
6,2024-05-31,06,Friuli-Venezia Giulia,13663,2787386979.52,2649354419.58,2617,1710138606.59,1593779893.11,7906,825903435.99,811784299.84,3140,251344936.94,243790226.63,,,,Friuli-Venezia Giulia
7,2024-05-31,12,Lazio,38503,9960735282.54,9293195717.74,9089,6759378570.34,6166920804.31,18225,2108000841.33,2055833012.86,11187,1093127908.69,1070281089.81,2,227962.18,160810.76,Lazio
8,2024-05-31,07,Liguria,8311,2413905758.46,2262922375.30,3211,1893969468.83,1753198944.66,3548,383580072.96,377237466.25,1552,136356216.67,132485964.39,,,,Liguria
9,2024-05-31,03,Lombardia,78024,21935199358.44,21051271204.99,22345,15731647932.17,14940731300.88,34296,3986766330.08,3924188193.66,21381,2216593483.35,2186160097.61,2,191612.84,191612.84,Lombardia
10,2024-05-31,11,Marche,13749,3266634174.73,3088324123.61,4999,2371061161.94,2206075778.12,5605,611364483.16,601831483.44,3145,284208529.63,280416862.05,,,,Marche
11,2024-05-31,14,Molise,3148,758254876.51,702122005.79,985,518318217.84,469584160.45,1609,188189072.48,183349228.73,554,51747586.19,49188616.61,,,,Molise
12,2024-05-31,01,Piemonte,36004,8659083506.97,8292501118.60,10415,5789148557.65,5462300005.89,20861,2436554988.08,2404981457.89,4725,432780242.72,424619936.30,3,599718.52,599718.52,Piemonte
13,2024-05-31,16,Puglia,27497,5639396205.22,5457810500.54,5001,3197228413.56,3051304243.48,18173,2015301022.51,1987169899.91,4323,426866769.15,419336357.15,,,,Puglia
14,2024-05-31,20,Sardegna,15917,2845901071.34,2730717735.52,1893,1214799294.39,1134820948.53,10834,1291871426.17,1264717465.43,3190,339230350.78,331179321.56,,,,Sardegna
15,2024-05-31,19,Sicilia,30849,6712751640.37,6411226625.81,7313,4086657848.00,3829914472.90,19271,2206288473.61,2168323687.23,4265,419805318.76,412988465.68,,,,Sicilia
16,2024-05-31,09,Toscana,38181,6643837518.96,6385299505.16,7923,3615587985.24,3414436742.12,17003,1828853820.38,1795730536.93,13255,1199395713.34,1175132226.11,,,,Toscana
17,2024-05-31,04,Trentino-Alto Adige/Südtirol,11318,3090708592.51,3019854958.80,6300,2531426536.80,2464801774.34,3610,424027406.08,420610946.31,1408,135254649.63,134442238.15,,,,Trentino-Alto-Adige
18,2024-05-31,10,Umbria,9330,2207581161.39,2089700087.97,3202,1547636328.01,1439523746.33,4244,480455626.08,473350469.10,1884,179489207.30,176825872.54,,,,Umbria
19,2024-05-31,02,Valle d'Aosta/Vallée d'Aoste,1406,535731626.39,514704731.88,809,474502179.70,454585689.86,469,50190216.29,49309739.25,128,11039230.40,10809302.77,,,,Valle d'Aosta
20,2024-05-31,05,Veneto,59606,10978938685.14,10629231633.25,10277,5810400422.24,5547528717.35,27181,3067559499.58,3014389795.56,22148,2100978763.32,2067313120.34,,,,Veneto
1,2024-06-30,13,Abruzzo,14764,4141787052.42,3852089015.97,5419,3117335741.97,2846542767.74,7077,806390541.74,790985617.67,2268,218060768.71,214560630.56,,,,Abruzzo
2,2024-06-30,17,Basilicata,5520,1567387966.87,1507464387.84,2151,1180949975.02,1125433834.73,2593,306473709.86,303904577.21,775,79900742.38,78098948.29,1,63539.61,27027.61,Basilicata
3,2024-06-30,18,Calabria,15902,3448508889.17,3231857933.01,4131,2102993477.49,1921054538.80,8514,1011191059.97,987644699.33,3257,334324351.71,323158694.88,,,,Calabria
4,2024-06-30,15,Campania,29670,8757877801.45,7988771954.57,10923,6500383960.95,5780524854.34,14976,1858254689.10,1818285804.48,3771,399239151.40,389961295.75,,,,Campania
5,2024-06-30,08,Emilia-Romagna,44400,11375423189.59,10991139478.17,14441,8343846900.17,7999755481.55,18959,2039181606.65,2012893812.61,11000,992394682.77,978490184.01,,,,Emilia-Romagna
6,2024-06-30,06,Friuli-Venezia Giulia,13665,2790559113.46,2652549456.63,2617,1713193205.63,1596916856.68,7907,825963159.59,811784562.02,3141,251402748.24,243848037.93,,,,Friuli-Venezia Giulia
7,2024-06-30,12,Lazio,38513,9963666025.20,9299223349.93,9096,6761972234.96,6172747749.82,18228,2108337919.37,2056033699.54,11187,1093127908.69,1070281089.81,2,227962.18,160810.76,Lazio
8,2024-06-30,07,Liguria,8321,2415827250.27,2266149593.77,3218,1895629939.98,1756136657.81,3551,383969882.90,377611116.53,1552,136227427.39,132401819.43,,,,Liguria
9,2024-06-30,03,Lombardia,78053,21955151681.73,21076956006.13,22376,15752025359.12,14966888264.15,34293,3986285387.48,3923705055.02,21382,2216649322.29,2186171074.12,2,191612.84,191612.84,Lombardia
10,2024-06-30,11,Marche,13764,3271677638.41,3094934057.01,5008,2375364807.73,2211873342.47,5611,612104301.05,602643852.49,3145,284208529.63,280416862.05,,,,Marche
11,2024-06-30,14,Molise,3156,758977537.06,702954139.52,986,518071927.46,470097347.76,1616,189158023.41,183668175.15,554,51747586.19,49188616.61,,,,Molise
12,2024-06-30,01,Piemonte,36020,8665233157.35,8298167950.51,10427,5795057232.45,5467667472.37,20864,2436769303.16,2405254188.11,4726,432806903.22,424646571.51,3,599718.52,599718.52,Piemonte
13,2024-06-30,16,Puglia,27499,5640455446.96,5460650657.51,5003,3198287776.39,3054144521.54,18173,2015300901.42,1987169778.82,4323,426866769.15,419336357.15,,,,Puglia
14,2024-06-30,20,Sardegna,15917,2845956964.81,2731485004.28,1894,1214933954.75,1135708903.31,10834,1291871426.18,1264639883.44,3189,339151583.88,331136217.53,,,,Sardegna
15,2024-06-30,19,Sicilia,30858,6715045420.97,6414018766.49,7322,4089004195.63,3832729638.44,19271,2206235906.58,2168300662.37,4265,419805318.76,412988465.68,,,,Sicilia
16,2024-06-30,09,Toscana,38194,6644037962.37,6385873095.38,7933,3615662259.37,3414676196.74,17004,1828893604.33,1795844381.30,13257,1199482098.67,1175352517.34,,,,Toscana
17,2024-06-30,04,Trentino-Alto Adige/Südtirol,11325,3091365229.58,3020272215.87,6307,2532083173.87,2465219031.41,3610,424027406.08,420610946.31,1408,135254649.63,134442238.15,,,,Trentino-Alto-Adige
18,2024-06-30,10,Umbria,9323,2207556448.41,2092571201.63,3199,1547984640.67,1442407548.81,4242,480218334.93,473389975.66,1882,179353472.81,176773677.16,,,,Umbria
19,2024-06-30,02,Valle d'Aosta/Vallée d'Aoste,1406,535826078.81,515624257.05,809,474596632.12,455505215.03,469,50190216.29,49309739.25,128,11039230.40,10809302.77,,,,Valle d'Aosta
20,2024-06-30,05,Veneto,59623,10982109090.59,10628389070.98,10295,5814104336.38,5546810954.10,27180,3067228281.67,3014271513.26,22148,2100776472.54,2067306603.62,,,,Veneto
