CUP,CIG,CIG_Accordo_Quadro
C44D22002100006,NULL,NULL
C44D22002110006,NULL,NULL
C44D22002140006,NULL,NULL
C44D22002180006,NULL,NULL
C44D22002210006,NULL,NULL
C44D22002220006,NULL,NULL
C44D22002230006,NULL,NULL
C44D22002240006,NULL,NULL
C44D22002290006,NULL,NULL
C44D22003450006,NULL,NULL
C44D22003460006,NULL,NULL
C44D22004060006,NULL,NULL
C44J23000110001,9741771BBC,NULL
C45C22000000004,NULL,NULL
C45E22000670007,NULL,NULL
C45I22002300006,A03C953A32,NULL
C45I22002300006,A03C728035,NULL
C45I22002300006,A03C79CFEA,NULL
C47H20002530003,NULL,NULL
C47H20003070001,NULL,NULL
C47H20003110001,NULL,NULL
C49F19000370006,NULL,NULL
C49J19000760001,NULL,NULL
C49J20001780002,NULL,NULL
C49J21034420001,NULL,NULL
C49J21034510001,NULL,NULL
C49J21034620001,NULL,NULL
C49J21034670001,NULL,NULL
C49J21034730001,NULL,NULL
C49J21034790001,NULL,NULL
C49J21044590001,NULL,NULL
C49J21044780001,NULL,NULL
C49J22001270001,NULL,NULL
C51B24000070005,NULL,NULL
C51C21000080006,NULL,NULL
C51I24000370001,NULL,NULL
C51I24000380001,NULL,NULL
C51I24000390001,NULL,NULL
C52C22000460006,9958573A68,9328949C3E
C53D21002770001,NULL,NULL
C54D22001290006,NULL,NULL
C54D22001300006,NULL,NULL
C54D22001320006,NULL,NULL
C54D22001330006,NULL,NULL
C54D22001340006,NULL,NULL
C54D22001350006,NULL,NULL
C54D22001390006,NULL,NULL
C54D22001400006,NULL,NULL
C54D22001430006,NULL,NULL
C54D22001450006,NULL,NULL
C54D22001470006,NULL,NULL
C54D22001520006,NULL,NULL
C54D22001530006,NULL,NULL
C54D22001570006,NULL,NULL
C54D22001590006,NULL,NULL
C54D22001600006,NULL,NULL
C54D22001640006,NULL,NULL
C54D22001650006,NULL,NULL
C54D22001680006,NULL,NULL
C54D22001690006,NULL,NULL
C54D22001700006,NULL,NULL
C54D22001710006,NULL,NULL
C54D22001720006,NULL,NULL
C54D22001740006,NULL,NULL
C54D22001750006,NULL,NULL
C54D22001770006,NULL,NULL
C54D22001790006,NULL,NULL
C54D22001840006,NULL,NULL
C54D22001860006,NULL,NULL
C54D22001890006,NULL,NULL
C54D22001930006,NULL,NULL
C54D22001940006,NULL,NULL
C54D22001970006,NULL,NULL
C54D22001980006,NULL,NULL
C54D22002020006,NULL,NULL
C54D22002060006,NULL,NULL
C54D22002080006,NULL,NULL
C54D22002090006,NULL,NULL
C54D22002100006,NULL,NULL
C54D22002110006,NULL,NULL
C54D22002270006,NULL,NULL
C54D22003950006,NULL,NULL
C54E22000470006,NULL,NULL
C54H22000120001,NULL,NULL
C54H22000150001,NULL,NULL
C54H22000170001,NULL,NULL
C54H22000320006,NULL,NULL
C54H22000340006,NULL,NULL
C54J23000170001,NULL,NULL
C55B23000070005,973704608E,NULL
C58E21000020004,NULL,NULL
C59J21020260001,NULL,NULL
C59J21020280001,NULL,NULL
C59J21020350001,NULL,NULL
C59J21020360001,NULL,NULL
C59J21020380001,NULL,NULL
C59J21020650001,NULL,NULL
C59J21032220001,NULL,NULL
C63C22001380007,NULL,NULL
C63C22002000006,NULL,NULL
C64D22000950006,NULL,NULL
C64D22000960006,NULL,NULL
C64D22000980006,NULL,NULL
C64D22001050006,NULL,NULL
C64D22001060006,NULL,NULL
C64D22001070006,NULL,NULL
C64D22001080006,NULL,NULL
C64D22001110006,NULL,NULL
C64D22001140006,NULL,NULL
C64D22001160006,NULL,NULL
C64D22001180006,NULL,NULL
C64D22001200006,NULL,NULL
C64D22001230006,NULL,NULL
C64D22001250006,NULL,NULL
C64D22001290006,NULL,NULL
C64D22001300006,NULL,NULL
C64D22001390006,NULL,NULL
C64D22001410006,NULL,NULL
C64D22001460006,NULL,NULL
C64D22001540006,NULL,NULL
C64D22001550006,NULL,NULL
C64D22001600006,NULL,NULL
C64D22001680006,NULL,NULL
C64D22001690006,NULL,NULL
C64D22001710006,NULL,NULL
C64D22001720006,NULL,NULL
C64D22001780006,NULL,NULL
C64D22001810006,NULL,NULL
C64D22001870006,NULL,NULL
C64D22001880006,NULL,NULL
C64D22001980006,NULL,NULL
C64D22001990006,NULL,NULL
C64D22002000006,NULL,NULL
C64D22002010006,NULL,NULL
C64D22002020006,NULL,NULL
C64D22002030006,NULL,NULL
C64D22002450006,NULL,NULL
C64D22002460006,NULL,NULL
C64D22002470006,NULL,NULL
C64D22002480006,NULL,NULL
C64D22002500006,NULL,NULL
C64D22002900006,NULL,NULL
C64D22002910006,NULL,NULL
C64D22002920006,NULL,NULL
C64D22002930006,NULL,NULL
C64D22003130006,NULL,NULL
C64D22003140006,NULL,NULL
C64D22003150006,NULL,NULL
C64D22004270006,NULL,NULL
C64D22004280006,NULL,NULL
C64D22004290006,NULL,NULL
C64D22004300006,NULL,NULL
C64D22004310006,NULL,NULL
C64D22004320006,NULL,NULL
C64D22004330006,NULL,NULL
C64D22004340006,NULL,NULL
C64D22004350006,NULL,NULL
C64D22004410006,NULL,NULL
C64D22004420006,NULL,NULL
C64D22004430006,NULL,NULL
C64D22004440006,NULL,NULL
C64D22004450006,NULL,NULL
C64D22004460006,NULL,NULL
C64D22004490006,NULL,NULL
C64D22004500006,NULL,NULL
C64D22004510006,NULL,NULL
C64D22004520006,NULL,NULL
C64D22004530006,NULL,NULL
C64D22004560006,NULL,NULL
C64D22004570006,NULL,NULL
C64D22004580006,NULL,NULL
C64D22004590006,NULL,NULL
C64D22004600006,NULL,NULL
C64D22004610006,NULL,NULL
C64D22004620006,NULL,NULL
C64D22004630006,NULL,NULL
C64D22004640006,NULL,NULL
C64D22004650006,NULL,NULL
C64D22004660006,NULL,NULL
C64D22004670006,NULL,NULL
C64D22004700006,NULL,NULL
C64D22004710006,NULL,NULL
C64D22004720006,NULL,NULL
C64D22004730006,NULL,NULL
C64D22004740006,NULL,NULL
C64D22004750006,NULL,NULL
C64D22004760006,NULL,NULL
C64D22004770006,NULL,NULL
C64D22004780006,NULL,NULL
C64D22004790006,NULL,NULL
C64D22004800006,NULL,NULL
C64D22004820006,NULL,NULL
C64D22004830006,NULL,NULL
C64D22004840006,NULL,NULL
C64D22004850006,NULL,NULL
C64D22004860006,NULL,NULL
C64D22004870006,NULL,NULL
C64D22004880006,NULL,NULL
C64D22004890006,NULL,NULL
C64D22004900006,NULL,NULL
C64D22004910006,NULL,NULL
C64D22004930006,NULL,NULL
C64D22004940006,NULL,NULL
C64D22004950006,NULL,NULL
C64D22004970006,NULL,NULL
C64D22004980006,NULL,NULL
C64D22004990006,NULL,NULL
C64D22005000006,NULL,NULL
C64D22005010006,NULL,NULL
C64D22005120006,NULL,NULL
C64D22005150006,NULL,NULL
C64D22005160006,NULL,NULL
C64D22005170006,NULL,NULL
C64D22005180006,NULL,NULL
C64D22005190006,NULL,NULL
C64D22005200006,NULL,NULL
C64D22005210006,NULL,NULL
C64D22005220006,NULL,NULL
C64D22005230006,NULL,NULL
C64D23003520006,NULL,NULL
C64D23003530006,NULL,NULL
C64D23003540006,NULL,NULL
C64D23003550006,NULL,NULL
C64D23003560006,NULL,NULL
C64D23004170006,NULL,NULL
C64D23004180006,NULL,NULL
C64D23004190006,NULL,NULL
C64D23004200006,NULL,NULL
C64D23004210006,NULL,NULL
C64D23004220006,NULL,NULL
C64D23004230006,NULL,NULL
C64D23004240006,NULL,NULL
C64D23004250006,NULL,NULL
C64D23004260006,NULL,NULL
C64D23004270006,NULL,NULL
C64D23004280006,NULL,NULL
C64D23004290006,NULL,NULL
C64D23004300006,NULL,NULL
C64D23004310006,NULL,NULL
C64D23004330006,NULL,NULL
C64D23004340006,NULL,NULL
C64D23004350006,NULL,NULL
C64D23004360006,NULL,NULL
C64D23004370006,NULL,NULL
C64D23004380006,NULL,NULL
C64D23004390006,NULL,NULL
C64D23004400006,NULL,NULL
C64D23004410006,NULL,NULL
C64D23004420006,NULL,NULL
C64D23004440006,NULL,NULL
C64D23004450006,NULL,NULL
C64D23004460006,NULL,NULL
C64D23004470006,NULL,NULL
C64D23004480006,NULL,NULL
C64D23004500006,NULL,NULL
C64D23004510006,NULL,NULL
C64D23004520006,NULL,NULL
C64D23004530006,NULL,NULL
C64D23004540006,NULL,NULL
C64D23004570006,NULL,NULL
C64D23004580006,NULL,NULL
C64D23004590006,NULL,NULL
C64D23004600006,NULL,NULL
C64D23004610006,NULL,NULL
C64D23004620006,NULL,NULL
C64D23004630006,NULL,NULL
C64D23004640006,NULL,NULL
C64D23004650006,NULL,NULL
C64D23004660006,NULL,NULL
C64D23004670006,NULL,NULL
C64D23004680006,NULL,NULL
C64D23004690006,NULL,NULL
C64D23004700006,NULL,NULL
C64D23004710006,NULL,NULL
C64D23004720006,NULL,NULL
C64D23004730006,NULL,NULL
C64D23004740006,NULL,NULL
C64D23004750006,NULL,NULL
C64D23005230006,NULL,NULL
C64D23005240006,NULL,NULL
C64D23005250006,NULL,NULL
C64D23005260006,NULL,NULL
C64D23005270006,NULL,NULL
C64D23005280006,NULL,NULL
C64D23005290006,NULL,NULL
C64D23005300006,NULL,NULL
C64D23005310006,NULL,NULL
C64D23005320006,NULL,NULL
C64D23005330006,NULL,NULL
C64D23005340006,NULL,NULL
C64D23005350006,NULL,NULL
C64D23005360006,NULL,NULL
C64D23005370006,NULL,NULL
C64D23005380006,NULL,NULL
C64D23005390006,NULL,NULL
C64D23005400006,NULL,NULL
C64D23005410006,NULL,NULL
C64D23005420006,NULL,NULL
C64D23005430006,NULL,NULL
C64D23005440006,NULL,NULL
C64D23005450006,NULL,NULL
C64D23005460006,NULL,NULL
C64D23005470006,NULL,NULL
C64D23005480006,NULL,NULL
C64D23005490006,NULL,NULL
C64D23005500006,NULL,NULL
C64D23005510006,NULL,NULL
C64D24000260006,NULL,NULL
C64D24000270006,NULL,NULL
C64E23000190006,NULL,NULL
C64H22000350006,NULL,NULL
C64H22000920006,NULL,NULL
C64J22000750006,NULL,NULL
C65B23000010005,NULL,NULL
C67G24000340006,NULL,NULL
C67H20003590001,NULL,NULL
C67H24000510006,NULL,NULL
C69I22000000006,NULL,NULL
C69I22000020006,NULL,NULL
C69I22000050006,NULL,NULL
C69I22000210006,9470950B2D,91855679AD
C69I22000600006,NULL,NULL
C69I22000610006,NULL,NULL
C69I23000760006,NULL,NULL
C69J21019790001,NULL,NULL
C69J21019810001,NULL,NULL
C69J21019820001,NULL,NULL
C69J21020000001,NULL,NULL
C69J21020070001,NULL,NULL
C69J21032890001,NULL,NULL
C69J21033290001,NULL,NULL
C71B24000030005,NULL,NULL
C71E23000080006,NULL,NULL
C71E23000090006,NULL,NULL
C71E23000100006,NULL,NULL
C71I24000270003,NULL,NULL
C72F23000230006,NULL,NULL
C72F23000240006,NULL,NULL
C73D21002890001,NULL,NULL
C74D22001150006,NULL,NULL
C74D22001160006,NULL,NULL
C74D22001190006,NULL,NULL
C74D22001220006,NULL,NULL
C74D22001230006,NULL,NULL
C74D22001250006,NULL,NULL
C74D22001270006,NULL,NULL
C74D22001280006,NULL,NULL
C74D22001310006,NULL,NULL
C74D22001320006,NULL,NULL
C74D22001340006,NULL,NULL
C74D22001360006,NULL,NULL
C74D22001390006,NULL,NULL
C74D22001400006,NULL,NULL
C74D22001410006,NULL,NULL
C74D22001500006,NULL,NULL
C74D22001510006,NULL,NULL
C74D22001520006,NULL,NULL
C74D22001530006,NULL,NULL
C74D22001540006,NULL,NULL
C74D22001600006,NULL,NULL
C74D22001630006,NULL,NULL
C74D22001770006,NULL,NULL
C74D22001780006,NULL,NULL
C74D22001820006,NULL,NULL
C74D22001890006,NULL,NULL
C74D22001900006,NULL,NULL
C74D22001930006,NULL,NULL
C74D22001990006,NULL,NULL
C74D22002020006,NULL,NULL
C74D22002060006,NULL,NULL
C74D22002090006,NULL,NULL
C74D22002110006,NULL,NULL
C74D22002250006,NULL,NULL
C74D22002260006,NULL,NULL
C74D22002270006,NULL,NULL
C74D22002520006,9966723003,NULL
C74D22002600006,NULL,NULL
C74D22002610006,NULL,NULL
C74D22002620006,NULL,NULL
C74D22002890006,NULL,NULL
C74D22003030006,NULL,NULL
C74D22003040006,NULL,NULL
C74D22004000006,NULL,NULL
C74D22004010006,NULL,NULL
C74D22004020006,NULL,NULL
C74D22004130006,NULL,NULL
C74D22004140006,NULL,NULL
C74D22004150006,NULL,NULL
C74D22004220006,NULL,NULL
C74D22004230006,NULL,NULL
C74D22004240006,NULL,NULL
C74D22004250006,NULL,NULL
C74D22004260006,NULL,NULL
C74D22004270006,NULL,NULL
C74D22004300006,NULL,NULL
C74D22004310006,NULL,NULL
C74D22004320006,NULL,NULL
C74D22004330006,NULL,NULL
C74D22004340006,NULL,NULL
C74D22004350006,NULL,NULL
C74D22004360006,NULL,NULL
C74D22004370006,NULL,NULL
C74D22004380006,NULL,NULL
C74D22004390006,NULL,NULL
C74D22004400006,NULL,NULL
C74D22004410006,NULL,NULL
C74D22004420006,NULL,NULL
C74D22004430006,NULL,NULL
C74D22004440006,NULL,NULL
C74D22004500006,NULL,NULL
C74D22004540006,NULL,NULL
C74D22004550006,NULL,NULL
C74D22004560006,NULL,NULL
C74D22004610006,NULL,NULL
C74D22004620006,NULL,NULL
C74D22004640006,NULL,NULL
C74D22004650006,NULL,NULL
C74D22004660006,NULL,NULL
C74D22004750006,NULL,NULL
C74D22004760006,NULL,NULL
C74D22004770006,NULL,NULL
C74D22004780006,NULL,NULL
C74D22004790006,NULL,NULL
C74D22004800006,NULL,NULL
C74D23004050006,NULL,NULL
C74D23004070006,NULL,NULL
C74D23004090006,NULL,NULL
C74D23004100006,NULL,NULL
C74D23004110006,NULL,NULL
C74D23004120006,NULL,NULL
C74D23004130006,NULL,NULL
C74D23004140006,NULL,NULL
C74D23004150006,NULL,NULL
C74D23004190006,NULL,NULL
C74D23004200006,NULL,NULL
C74D23004210006,NULL,NULL
C74D23004460006,NULL,NULL
C74D23004470006,NULL,NULL
C74D23004480006,NULL,NULL
C74D23004490006,NULL,NULL
C74D23004500006,NULL,NULL
C74D23004510006,NULL,NULL
C74D23004520006,NULL,NULL
C74D24000510006,NULL,NULL
C74H22000240006,NULL,NULL
C74H22000400007,NULL,NULL
C75B18001830002,NULL,NULL
C75B23000070006,NULL,NULL
C77H24000260001,NULL,NULL
C79I23000140006,NULL,NULL
C79J21043140001,NULL,NULL
C79J21043160001,NULL,NULL
C79J21043260001,NULL,NULL
C79J21043310001,NULL,NULL
C79J21043590001,NULL,NULL
C79J21053770001,NULL,NULL
C79J21053930001,NULL,NULL
C79J21053960001,NULL,NULL
C79J21054110001,NULL,NULL
C79J21054640001,NULL,NULL
C81B24000060005,NULL,NULL
C81E22000280007,NULL,NULL
C81E22000290007,NULL,NULL
C82H22001330006,NULL,NULL
C83D21003570001,NULL,NULL
C84C22001520006,NULL,NULL
C84D22001660006,NULL,NULL
C84D22001680006,NULL,NULL
C84D22001700006,NULL,NULL
C84D22001720006,NULL,NULL
C84D22001730006,NULL,NULL
C84D22001750006,NULL,NULL
C84D22001790006,NULL,NULL
C84D22001810006,NULL,NULL
C84D22001820006,NULL,NULL
C84D22001840006,NULL,NULL
C84D22001920006,NULL,NULL
C84D22001970006,NULL,NULL
C84D22001980006,NULL,NULL
C84D22001990006,NULL,NULL
C84D22002030006,NULL,NULL
C84D22002100006,NULL,NULL
C84D22002120006,NULL,NULL
C84D22002140006,NULL,NULL
C84D22002170006,NULL,NULL
C84D22002190006,NULL,NULL
C84D22002200006,NULL,NULL
C84D22002210006,NULL,NULL
C84D22002280006,NULL,NULL
C84D22002290006,NULL,NULL
C84D22002380006,NULL,NULL
C84D22002400006,NULL,NULL
C84D22002450006,NULL,NULL
C84D22002460006,NULL,NULL
C84D22002490006,NULL,NULL
C84D22002500006,NULL,NULL
C84D22002510006,NULL,NULL
C84D22002520006,NULL,NULL
C84D22002560006,NULL,NULL
C84D22002580006,NULL,NULL
C84D22002670006,NULL,NULL
C84D22002680006,NULL,NULL
C84D22002700006,NULL,NULL
C84D22002720006,NULL,NULL
C84D22002740006,NULL,NULL
C84D22002750006,NULL,NULL
C84D22002800006,NULL,NULL
C84D22002820006,NULL,NULL
C84D22002850006,NULL,NULL
C84D22002910006,NULL,NULL
C84D22002930006,NULL,NULL
C84D22003020006,NULL,NULL
C84D22003560006,NULL,NULL
C84D22003570006,NULL,NULL
C84D22004150006,NULL,NULL
C84D22004260006,NULL,NULL
C84D22005340006,NULL,NULL
C84D22005350006,NULL,NULL
C84D22005370006,NULL,NULL
C84D22005420006,NULL,NULL
C84D22005450006,NULL,NULL
C84D22005460006,NULL,NULL
C84D22005470006,NULL,NULL
C84D22005480006,NULL,NULL
C84D22005500006,NULL,NULL
C84D22005520006,NULL,NULL
C84D22005530006,NULL,NULL
C84D22005540006,NULL,NULL
C84D22005550006,NULL,NULL
C84D22005570006,NULL,NULL
C84D22005590006,NULL,NULL
C84D22005630006,NULL,NULL
C84D22005650006,NULL,NULL
C84D23004510006,NULL,NULL
C84E24000000006,B1FAD13380,9188591929
C84E24000070006,NULL,NULL
C84H22000060001,NULL,NULL
C84H22000360007,NULL,NULL
C84J23000240001,9749287624,NULL
C85B23000050006,9735140BA9,NULL
C86F21000010005,NULL,NULL
C86F21000020005,NULL,NULL
C86G21014870005,NULL,NULL
C86G21014880005,NULL,NULL
C87E20000170001,NULL,NULL
C87H20002420001,NULL,NULL
C88E22000030004,NULL,NULL
C89J21015670001,NULL,NULL
C89J21015680001,NULL,NULL
C89J21015810001,NULL,NULL
C89J21015820001,NULL,NULL
C89J21015870001,NULL,NULL
C89J21016060001,NULL,NULL
C89J21016900001,NULL,NULL
C89J21024990001,NULL,NULL
C89J21026820001,NULL,NULL
C89J21028060005,NULL,NULL
C89J21028490001,NULL,NULL
C89J21028790001,NULL,NULL
C91B21007190006,NULL,NULL
C91D21001090001,NULL,NULL
C91D21001100001,NULL,NULL
C91D22000280001,NULL,NULL
C91D22000290001,NULL,NULL
C91D22000350006,NULL,NULL
C91D24000080006,NULL,NULL
C91E22000240001,NULL,NULL
C91E22000250006,NULL,NULL
C91I24000460001,NULL,NULL
C93C22008350001,NULL,NULL
C93C22008750006,NULL,NULL
C94D22001500006,NULL,NULL
C94D22001510006,NULL,NULL
C94D22001540006,NULL,NULL
C94D22001550006,NULL,NULL
C94D22001560006,NULL,NULL
C94D22001570006,NULL,NULL
C94D22001610006,NULL,NULL
C94D22001630006,NULL,NULL
C94D22001640006,NULL,NULL
C94D22001650006,NULL,NULL
C94D22001680006,NULL,NULL
C94D22001690006,NULL,NULL
C94D22001710006,NULL,NULL
C94D22001750006,NULL,NULL
C94D22001900006,NULL,NULL
C94D22001930006,NULL,NULL
C94D22001940006,NULL,NULL
C94D22001950006,NULL,NULL
C94D22001990006,NULL,NULL
C94D22002000006,NULL,NULL
C94D22002060006,NULL,NULL
C94D22002070006,NULL,NULL
C94D22002100006,NULL,NULL
C94D22002120006,NULL,NULL
C94D22002150006,NULL,NULL
C94D22002160006,NULL,NULL
C94D22002170006,NULL,NULL
C94D22002210006,NULL,NULL
C94D22002230006,NULL,NULL
C94D22002260006,NULL,NULL
C94D22002300006,NULL,NULL
C94D22002360006,NULL,NULL
C94D22002390006,NULL,NULL
C94D22002400006,NULL,NULL
C94D22002420006,NULL,NULL
C94D22002430006,NULL,NULL
C94D22002450006,NULL,NULL
C94D22003340006,99571682F9,NULL
C94D22003340006,NULL,NULL
C94D22003450006,NULL,NULL
C94D22004210006,NULL,NULL
C94D22004230006,NULL,NULL
C94D22004240006,NULL,NULL
C94D22004250006,NULL,NULL
C94D22004260006,NULL,NULL
C94D22004270006,NULL,NULL
C94D22004280006,NULL,NULL
C94D22004300006,NULL,NULL
C94D22004310006,NULL,NULL
C94D22004360006,NULL,NULL
C94D22004370006,NULL,NULL
C94D23003660006,NULL,NULL
C94E21001210006,9169869F45,8445000A74
C94E22004070006,NULL,NULL
C99E21000010001,NULL,NULL
C99J21022140001,NULL,NULL
C99J21022180001,NULL,NULL
C99J21022210001,NULL,NULL
C99J21022490001,NULL,NULL
C99J21022870001,NULL,NULL
C99J21030670001,NULL,NULL
C99J21033250001,947954827B,NULL
C99J21034490001,NULL,NULL
D10F22000000008,NULL,NULL
D11B21005620006,NULL,NULL
D12B22005440007,NULL,NULL
D12B22005450007,NULL,NULL
D12B22005460007,NULL,NULL
D12B22005470007,NULL,NULL
D12B22005480007,NULL,NULL
D12B22005500007,NULL,NULL
D12B22005510007,NULL,NULL
D12B22005520007,NULL,NULL
D12B22005530007,NULL,NULL
D12B22005580007,NULL,NULL
D13C22003400005,NULL,NULL
D13D21004450001,NULL,NULL
D14B22000000009,NULL,NULL
D14D22002020006,NULL,NULL
D14D22002030006,NULL,NULL
D14D22002110006,NULL,NULL
D14D22002120006,NULL,NULL
D14D22002140006,NULL,NULL
D14D22002160006,NULL,NULL
D14D22002170006,NULL,NULL
D14D22002180006,NULL,NULL
D14D22002200006,NULL,NULL
D14D22002220006,NULL,NULL
D14D22002240006,NULL,NULL
D14D22002250006,NULL,NULL
D14D22002270006,NULL,NULL
D14D22002300006,NULL,NULL
D14D22002310006,NULL,NULL
D14D22002320006,NULL,NULL
D14D22002330006,NULL,NULL
D14D22002370006,NULL,NULL
D14D22002380006,NULL,NULL
D14D22002390006,NULL,NULL
D14D22002400006,NULL,NULL
D14D22002410006,NULL,NULL
D14D22002440006,NULL,NULL
D14D22002550006,NULL,NULL
D14D22002560006,NULL,NULL
D14D22002570006,NULL,NULL
D14D22002580006,NULL,NULL
D14D22002680006,NULL,NULL
D14D22002700006,NULL,NULL
D14D22002720006,NULL,NULL
D14D22002780006,NULL,NULL
D14D22002860006,NULL,NULL
D14D22002880006,NULL,NULL
D14D22003200006,NULL,NULL
D14D22003210006,NULL,NULL
D14D22003240006,NULL,NULL
D14D22003260006,NULL,NULL
D14D22005090008,NULL,NULL
D14E20007830001,NULL,NULL
D14E20007840001,NULL,NULL
D14E21024930001,NULL,NULL
D14E22000380006,NULL,NULL
D15I22000820006,NULL,NULL
D18E22000100004,NULL,NULL
D19B22000230006,NULL,NULL
D19J20033950002,9675728755,8444208CDF
D19J21008950001,NULL,NULL
D19J21009020001,NULL,NULL
D19J21009040001,NULL,NULL
D19J21009050001,NULL,NULL
D19J21009120001,NULL,NULL
D19J21009310001,NULL,NULL
D19J21009350001,NULL,NULL
D19J21009410001,NULL,NULL
D19J21009700001,NULL,NULL
D19J21016850001,NULL,NULL
D19J21020480001,NULL,NULL
D19J21020980001,9476459D58,NULL
D20F22000000001,NULL,NULL
D20F24000000001,NULL,NULL
D21B21003830006,NULL,NULL
D21J22000260009,NULL,NULL
D21J23000150009,NULL,NULL
D22B22002680007,NULL,NULL
D22B22002690007,NULL,NULL
D22B22002700007,NULL,NULL
D22B22002710001,NULL,NULL
D22B22002720001,NULL,NULL
D22B22002730007,NULL,NULL
D22B22002740007,NULL,NULL
D22B22002750007,NULL,NULL
D22B22002760007,NULL,NULL
